,SOURCE_A,SOURCE_J,TARGET_A,TARGET_J,YEAR
1,WOS:000312268300003,1089-7771,WOS:000300260000005,1089-7771,2012
2,WOS:000312268300003,1089-7771,WOS:A1997XB56100013,1051-8215,1997
3,WOS:000312268300003,1089-7771,WOS:000188465400006,0018-9545,2004
4,WOS:000312268300003,1089-7771,WOS:000207971600007,1553-877X,2008
5,WOS:000312268300003,1089-7771,WOS:000265872200017,0733-8716,2009
6,WOS:000312268300003,1089-7771,WOS:000234515300015,0163-6804,2006
7,WOS:000312268300003,1089-7771,WOS:000250150100004,1542-0973,2007
8,WOS:000312268300003,1089-7771,WOS:000268282300002,1520-9210,2009
9,WOS:000312268300003,1089-7771,WOS:000287964001111,1557-170X,2010
10,WOS:000312268300003,1089-7771,WOS:000228033400032,1536-1276,2005
11,WOS:000312268300003,1089-7771,WOS:000184513900011,1051-8215,2003
12,WOS:000312268300003,1089-7771,WOS:000257285300083,0098-3063,2008
13,WOS:000312268300003,1089-7771,WOS:000252040800007,0018-9219,2008
14,WOS:000312268300003,1089-7771,FORA DA BASE,Mobile WiMAX,2008
15,WOS:000312268300003,1089-7771,FORA DA BASE,Mach. Learn.,1992
16,WOS:000312268300003,1089-7771,FORA DA BASE,Wireless Networks,2003
17,WOS:000312268300003,1089-7771,FORA DA BASE,LECT NOTES COMPUTER,2005
18,WOS:000312268300003,1089-7771,FORA DA BASE,International Journal of Computer Theory and Engineering,2011
19,WOS:000312268300003,1089-7771,FORA DA BASE,IEEE Wireless Communications,2005
20,WOS:000312268300004,1089-7771,WOS:A1984TQ45300003,0004-5411,1984
21,WOS:000312268300004,1089-7771,WOS:000079541500015,0743-166X,1999
22,WOS:000312268300004,1089-7771,WOS:000287964001112,1557-170X,2010
23,WOS:000312268300004,1089-7771,WOS:000072157000056,1060-3425,1998
24,WOS:000312268300004,1089-7771,WOS:000258706100002,0942-4962,2008
25,WOS:000312268300004,1089-7771,WOS:000272692600004,1070-986X,2009
26,WOS:000312268300004,1089-7771,WOS:000175521700002,0950-5849,2002
27,WOS:000312268300004,1089-7771,WOS:000184853900023,0302-9743,2003
28,WOS:000312268300004,1089-7771,WOS:000293660300008,1089-7771,2011
29,WOS:000312268300004,1089-7771,FORA DA BASE,THESIS U MARYLAND,1994
30,WOS:000312268300004,1089-7771,FORA DA BASE,Int J Chin Stud,2010
31,WOS:000312268300004,1089-7771,FORA DA BASE,Int. J. Parallel Distrib. Comput.,2006
32,WOS:000312268300005,1089-7771,WOS:000264144100008,1875-6883,2008
33,WOS:000312268300005,1089-7771,WOS:000271215300035,0001-0782,2009
34,WOS:000312268300005,1089-7771,WOS:000275666100032,1089-7771,2010
35,WOS:000312268300005,1089-7771,WOS:000188090200012,1079-5006,2004
36,WOS:000312268300005,1089-7771,WOS:000287652800003,1094-6977,2011
37,WOS:000312268300005,1089-7771,FORA DA BASE,Brain Aging,2002
38,WOS:000312268300005,1089-7771,FORA DA BASE,International Journal of Networking and Virtual Organisations,2004
39,WOS:000312268300005,1089-7771,FORA DA BASE,Interact,2007
40,WOS:000312268300005,1089-7771,FORA DA BASE,New Review of Hypermedia and Multimedia,1988
41,WOS:000312268300005,1089-7771,FORA DA BASE,Virtual Real,1988
42,WOS:000312268300005,1089-7771,FORA DA BASE,JOURNAL OF GERONTOLOGICAL SOCIAL WORK,2012
43,WOS:000312268300006,1089-7771,WOS:000082800900003,0007-1013,1999
44,WOS:000312268300006,1089-7771,WOS:A1980JX70600006,0031-9155,1980
45,WOS:000312268300006,1089-7771,WOS:000263763800004,0272-1716,2009
46,WOS:000312268300006,1089-7771,WOS:000234663400009,0003-2409,2006
47,WOS:000312268300006,1089-7771,WOS:000264030300010,0010-4825,2009
48,WOS:000312268300006,1089-7771,WOS:000170805900013,0168-8278,2001
49,WOS:000312268300006,1089-7771,WOS:000270778900058,1077-2626,2009
50,WOS:000312268300006,1089-7771,WOS:000257302500074,0302-9743,2008
51,WOS:000312268300006,1089-7771,WOS:000253677800003,0007-9235,2008
52,WOS:000312268300006,1089-7771,WOS:000274235700038,0922-6389,2005
53,WOS:000312268300006,1089-7771,WOS:000257112700002,0302-9743,2008
54,WOS:000312268300006,1089-7771,WOS:000296241900047,1077-2626,2011
55,WOS:000312268300006,1089-7771,WOS:000258912800025,0885-3010,2008
56,WOS:000312268300006,1089-7771,WOS:000250789000013,1098-7339,2007
57,WOS:000312268300006,1089-7771,WOS:000249406800006,0140-0118,2007
58,WOS:000312268300006,1089-7771,WOS:000257112700022,0302-9743,2008
59,WOS:000312268300006,1089-7771,WOS:000279172200005,0933-3657,2010
60,WOS:000312268300006,1089-7771,WOS:000261373800066,0302-9743,2008
61,WOS:000312268300006,1089-7771,WOS:000176446100009,0162-8828,2002
62,WOS:000312268300006,1089-7771,FORA DA BASE,SIGGRAPH Comput. Graph,2005
63,WOS:000312268300006,1089-7771,FORA DA BASE,Med. Biol. Eng. Comput.,1996
64,WOS:000312268300006,1089-7771,WOS:000289469300008,1939-1412,2010
65,WOS:000312268300006,1089-7771,WOS:000275039400007,0272-1716,2010
66,WOS:000312268300006,1089-7771,WOS:000224075400014,1098-7339,2004
67,WOS:000312268300006,1089-7771,WOS:000261373800088,0302-9743,2008
68,WOS:000312268300006,1089-7771,WOS:000233416000077,0531-5131,2005
69,WOS:000312268300006,1089-7771,WOS:000272963000094,0926-9630,2009
70,WOS:000312268300006,1089-7771,WOS:A1983QU05700005,0018-9537,1983
71,WOS:000312268300006,1089-7771,WOS:000292164900008,0278-0062,2011
72,WOS:000312268300006,1089-7771,WOS:000263763800008,0272-1716,2009
73,WOS:000312268300006,1089-7771,FORA DA BASE,Proc. 3rd Int. Conf. Computer Supported Educ,2011
