ISSN,TITLE,TOT_DEGREE,TOT_ART
0022-3077,JOURNAL OF NEUROPHYSIOLOGY,338,0
0014-4819,EXPERIMENTAL BRAIN RESEARCH,89,0
0006-8950,BRAIN,47,0
0031-5117,PERCEPTION & PSYCHOPHYSICS,5,0
0036-8075,SCIENCE,198,0
1662-5153,FRONTIERS IN BEHAVIORAL NEUROSCIENCE,8,0
0922-6028,RESTORATIVE NEUROLOGY AND NEUROSCIENCE,2,0
0898-929X,JOURNAL OF COGNITIVE NEUROSCIENCE,26,0
0007-1161,BRITISH JOURNAL OF OPHTHALMOLOGY,1,0
0301-0082,PROGRESS IN NEUROBIOLOGY,22,0
1662-5137,FRONTIERS IN SYSTEMS NEUROSCIENCE,7,0
0147-006X,ANNUAL REVIEW OF NEUROSCIENCE,41,0
0896-6273,NEURON,247,0
0962-8436,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,32,0
1380-3395,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,1,0
0079-6123,BRAIN MECHANISMS FOR THE INTEGRATION OF POSTURE AND MOVEMENT,15,0
2041-1723,NATURE COMMUNICATIONS,12,0
0278-2626,BRAIN AND COGNITION,9,0
1932-6203,PLOS ONE,115,0
0166-2236,TRENDS IN NEUROSCIENCES,72,0
2314-6133,BIOMED RESEARCH INTERNATIONAL,1,0
0893-6080,NEURAL NETWORKS,46,0
0028-3932,NEUROPSYCHOLOGIA,16,0
0079-6123(print),NEUROANATOMY OF THE OCULOMOTOR SYSTEM,10,0
0027-8424,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,207,0
0304-3940,NEUROSCIENCE LETTERS,26,0
0340-1200,BIOLOGICAL CYBERNETICS,107,0
0022-3050,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,8,0
0301-0066,PERCEPTION,3,0
1471-0048,NATURE REVIEWS NEUROSCIENCE,28,0
0031-9333,PHYSIOLOGICAL REVIEWS,21,0
2213-4794,MULTISENSORY RESEARCH,2,0
0306-4522,NEUROSCIENCE,54,0
0003-3022,ANESTHESIOLOGY,15,0
0959-4388,CURRENT OPINION IN NEUROBIOLOGY,65,0
0022-3751,JOURNAL OF PHYSIOLOGY-LONDON,120,0
0003-2999,ANESTHESIA AND ANALGESIA,2,0
1047-3211,CEREBRAL CORTEX,100,0
1471-003X,NATURE REVIEWS NEUROSCIENCE,82,0
0028-4793,NEW ENGLAND JOURNAL OF MEDICINE,2,0
0270-6474,JOURNAL OF NEUROSCIENCE,478,0
0007-0912,BRITISH JOURNAL OF ANAESTHESIA,3,0
0006-2960,BIOCHEMISTRY,4,0
0007-1188,BRITISH JOURNAL OF PHARMACOLOGY,1,0
1570-159X,CURRENT NEUROPHARMACOLOGY,2,0
1381-6128,CURRENT PHARMACEUTICAL DESIGN,1,0
0014-2999,EUROPEAN JOURNAL OF PHARMACOLOGY,3,0
0953-816X,EUROPEAN JOURNAL OF NEUROSCIENCE,64,0
1662-453X,FRONTIERS IN NEUROSCIENCE,27,0
0090-2977,NEUROPHYSIOLOGY,1,0
0168-0102,NEUROSCIENCE RESEARCH,5,0
0028-3908,NEUROPHARMACOLOGY,6,0
1662-5110,FRONTIERS IN NEURAL CIRCUITS,24,0
1744-8069,MOLECULAR PAIN,2,0
0925-2312,NEUROCOMPUTING,42,0
0360-4012,JOURNAL OF NEUROSCIENCE RESEARCH,2,0
0166-4328,BEHAVIOURAL BRAIN RESEARCH,13,0
1097-6256,NATURE NEUROSCIENCE,216,0
0899-7667,NEURAL COMPUTATION,153,0
0959-4965,NEUROREPORT,21,0
1558-7916,IEEE TRANSACTIONS ON AUDIO SPEECH AND LANGUAGE PROCESSING,3,0
0028-0836,NATURE,216,0
2162-237X,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,8,0
1544-9173,PLOS BIOLOGY,16,0
1058-6393,"CONFERENCE RECORD OF THE 2014 FORTY-EIGHTH ASILOMAR CONFERENCE ON SIGNALS, SYSTEMS & COMPUTERS",1,0
0361-9230,BRAIN RESEARCH BULLETIN,7,0
0018-9219,PROCEEDINGS OF THE IEEE,18,0
1532-4435,JOURNAL OF MACHINE LEARNING RESEARCH,14,0
2296-9144,FRONTIERS IN ROBOTICS AND AI,1,0
1662-5161,FRONTIERS IN HUMAN NEUROSCIENCE,30,0
0954-898X,NETWORK-COMPUTATION IN NEURAL SYSTEMS,21,0
1877-0509,"INTERNATIONAL CONFERENCE ON COMPUTER, COMMUNICATION AND CONVERGENCE (ICCC 2015)",1,0
0302-9743,"ROUGH SETS, (IJCRS 2016)",13,0
1520-6149,"2010 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS, SPEECH, AND SIGNAL PROCESSING",2,0
1868-8071,INTERNATIONAL JOURNAL OF MACHINE LEARNING AND CYBERNETICS,1,0
0162-8828,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,15,0
1057-7149,IEEE TRANSACTIONS ON IMAGE PROCESSING,4,0
1553-7358,PLOS COMPUTATIONAL BIOLOGY,26,0
2374-4642(print),"ANNUAL REVIEW OF VISION SCIENCE, VOL 2",1,0
0066-4278,ANNUAL REVIEW OF PHYSIOLOGY,7,0
0031-3203,PATTERN RECOGNITION,6,0
1741-2552,JOURNAL OF NEURAL ENGINEERING,3,0
0264-3294,COGNITIVE NEUROPSYCHOLOGY,1,0
1948-3546,2013 6TH INTERNATIONAL IEEE/EMBS CONFERENCE ON NEURAL ENGINEERING (NER),5,0
2157-6904,ACM TRANSACTIONS ON INTELLIGENT SYSTEMS AND TECHNOLOGY,1,0
1520-9210,IEEE TRANSACTIONS ON MULTIMEDIA,1,0
1869-1951,JOURNAL OF ZHEJIANG UNIVERSITY-SCIENCE C-COMPUTERS & ELECTRONICS,1,0
1053-8119,NEUROIMAGE,196,0
1063-6528,IEEE TRANSACTIONS ON REHABILITATION ENGINEERING,2,0
1388-2457,CLINICAL NEUROPHYSIOLOGY,54,0
0885-6125,MACHINE LEARNING,7,0
1949-3045,IEEE TRANSACTIONS ON AFFECTIVE COMPUTING,6,0
2168-2267,IEEE TRANSACTIONS ON CYBERNETICS,1,0
0006-3223,BIOLOGICAL PSYCHIATRY,8,0
0957-4174,EXPERT SYSTEMS WITH APPLICATIONS,11,0
0165-0270,JOURNAL OF NEUROSCIENCE METHODS,66,0
0167-8760,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,14,0
0018-9294,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,52,0
0167-8655,PATTERN RECOGNITION LETTERS,1,0
0956-7976,PSYCHOLOGICAL SCIENCE,8,0
0962-8452,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,6,0
0926-6410,COGNITIVE BRAIN RESEARCH,6,0
0048-5772,PSYCHOPHYSIOLOGY,13,0
0301-0511,BIOLOGICAL PSYCHOLOGY,5,0
1664-1078,FRONTIERS IN PSYCHOLOGY,10,0
1094-687X,"2005 27th Annual International Conference of the IEEE Engineering in Medicine and Biology Society, Vols 1-7",3,0
1943-0604,IEEE TRANSACTIONS ON AUTONOMOUS MENTAL DEVELOPMENT,2,0
1063-6919,2010 IEEE CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION (CVPR),2,0
0360-0300,ACM COMPUTING SURVEYS,1,0
0021-9290,JOURNAL OF BIOMECHANICS,43,0
0165-0173,BRAIN RESEARCH REVIEWS,10,0
0022-0949,JOURNAL OF EXPERIMENTAL BIOLOGY,13,0
0091-6331,EXERCISE AND SPORT SCIENCES REVIEWS,3,0
0008-4212,CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY,2,0
8750-7587,JOURNAL OF APPLIED PHYSIOLOGY,12,0
1065-8483,JOURNAL OF APPLIED BIOMECHANICS,2,0
1748-3190,BIOINSPIRATION & BIOMIMETICS,1,0
1742-5689,JOURNAL OF THE ROYAL SOCIETY INTERFACE,7,0
1049-8907,JOURNAL OF VISUALIZATION AND COMPUTER ANIMATION,1,0
1439-6319,EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY,1,0
0905-7188,SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,1,0
1087-1640,MOTOR CONTROL,6,0
1748-1708,ACTA PHYSIOLOGICA,2,0
0167-9457,HUMAN MOVEMENT SCIENCE,9,0
0090-6964,ANNALS OF BIOMEDICAL ENGINEERING,7,0
0077-8923,NEURONAL MECHANISMS FOR GENERATING LOCOMOTOR ACTIVITY,10,0
2040-4603,COMPREHENSIVE PHYSIOLOGY,2,0
0148-0731,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,9,0
0958-0670,EXPERIMENTAL PHYSIOLOGY,1,0
0939-1533,ARCHIVE OF APPLIED MECHANICS,1,0
0178-2312,AT-AUTOMATISIERUNGSTECHNIK,1,0
1534-4320,IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,26,0
1052-6234,SIAM JOURNAL ON OPTIMIZATION,1,0
0001-6772,ACTA PHYSIOLOGICA SCANDINAVICA,3,0
0158-9938,AUSTRALASIAN PHYSICAL & ENGINEERING SCIENCES IN MEDICINE,1,0
1743-0003,JOURNAL OF NEUROENGINEERING AND REHABILITATION,7,0
1319-6138,NEUROSCIENCES,1,0
1746-8094,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,4,0
0018-9464,IEEE TRANSACTIONS ON MAGNETICS,1,0
0045-7906,COMPUTERS & ELECTRICAL ENGINEERING,1,0
0129-0657,INTERNATIONAL JOURNAL OF NEURAL SYSTEMS,19,0
0149-7634,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,13,0
0010-0285,COGNITIVE PSYCHOLOGY,2,0
1051-2004,DIGITAL SIGNAL PROCESSING,1,0
0148-5598,JOURNAL OF MEDICAL SYSTEMS,5,0
0006-8993,BRAIN RESEARCH,41,0
0080-4649,PROCEEDINGS OF THE ROYAL SOCIETY SERIES B-BIOLOGICAL SCIENCES,8,0
0920-5691,INTERNATIONAL JOURNAL OF COMPUTER VISION,6,0
0031-9007,PHYSICAL REVIEW LETTERS,48,0
1073-8584,NEUROSCIENTIST,18,0
1536-125X,IEEE TRANSACTIONS ON NANOTECHNOLOGY,1,0
0014-4886,EXPERIMENTAL NEUROLOGY,20,0
0924-090X,NONLINEAR DYNAMICS,26,0
0370-1573,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,7,0
1045-9227,IEEE TRANSACTIONS ON NEURAL NETWORKS,12,0
0006-3495,BIOPHYSICAL JOURNAL,23,0
0960-0779,CHAOS SOLITONS & FRACTALS,11,0
0375-9601,PHYSICS LETTERS A,10,0
1063-651X,PHYSICAL REVIEW E,13,0
0092-0606,JOURNAL OF BIOLOGICAL PHYSICS,4,0
0256-307X,CHINESE PHYSICS LETTERS,2,0
1054-1500,CHAOS,19,0
0013-5194,ELECTRONICS LETTERS,3,0
1006-9321,SCIENCE IN CHINA SERIES E-TECHNOLOGICAL SCIENCES,1,0
0378-4371,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,4,0
0218-1274,INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS,18,0
0217-9792,INTERNATIONAL JOURNAL OF MODERN PHYSICS B,3,0
0022-0396,JOURNAL OF DIFFERENTIAL EQUATIONS,3,0
1539-3755,PHYSICAL REVIEW E,41,0
0030-4026,OPTIK,1,0
1674-7321,SCIENCE CHINA-TECHNOLOGICAL SCIENCES,5,0
2045-2322,SCIENTIFIC REPORTS,24,0
0307-904X,APPLIED MATHEMATICAL MODELLING,3,0
0162-1459,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,4,0
0012-9682,ECONOMETRICA,2,0
1548-7091,NATURE METHODS,8,0
0013-4694,ELECTROENCEPHALOGRAPHY AND CLINICAL NEUROPHYSIOLOGY,20,0
1053-1807,JOURNAL OF MAGNETIC RESONANCE IMAGING,4,0
0018-9499,IEEE TRANSACTIONS ON NUCLEAR SCIENCE,1,0
0090-5364,ANNALS OF STATISTICS,7,0
0066-4308,ANNUAL REVIEW OF PSYCHOLOGY,4,0
1545-7885,PLOS BIOLOGY,15,0
0960-9822,CURRENT BIOLOGY,24,0
0300-4864,JOURNAL OF NEUROCYTOLOGY,2,0
0003-1305,AMERICAN STATISTICIAN,1,0
0028-3967,NEUROSCIENCES RESEARCH PROGRAM BULLETIN,1,0
1364-6613,TRENDS IN COGNITIVE SCIENCES,47,0
1534-7362,JOURNAL OF VISION,17,0
1525-8610,JOURNAL OF THE AMERICAN MEDICAL DIRECTORS ASSOCIATION,1,0
1473-4222,CEREBELLUM,2,0
1367-5788,ANNUAL REVIEWS IN CONTROL,1,0
0928-4257,JOURNAL OF PHYSIOLOGY-PARIS,9,0
1364-8152,ENVIRONMENTAL MODELLING & SOFTWARE,1,0
0739-5175,IEEE ENGINEERING IN MEDICINE AND BIOLOGY MAGAZINE,2,0
0301-5548,EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY AND OCCUPATIONAL PHYSIOLOGY,1,0
1663-4365,FRONTIERS IN AGING NEUROSCIENCE,3,0
0022-510X,JOURNAL OF THE NEUROLOGICAL SCIENCES,8,0
0303-6995,JOURNAL OF NEURAL TRANSMISSION-SUPPLEMENT,2,0
0021-9967,JOURNAL OF COMPARATIVE NEUROLOGY,28,0
1539-2791,NEUROINFORMATICS,7,0
0885-3185,MOVEMENT DISORDERS,25,0
1871-4080,COGNITIVE NEURODYNAMICS,6,0
0028-3878,NEUROLOGY,28,0
1662-5129,FRONTIERS IN NEUROANATOMY,9,0
1754-2189,NATURE PROTOCOLS,3,0
1059-910X,MICROSCOPY RESEARCH AND TECHNIQUE,1,0
0022-2720,JOURNAL OF MICROSCOPY-OXFORD,1,0
0038-9153,STAIN TECHNOLOGY,1,0
0092-8674,CELL,24,0
1070-4272,RUSSIAN JOURNAL OF APPLIED CHEMISTRY,1,0
1087-0156,NATURE BIOTECHNOLOGY,2,0
0003-2697,ANALYTICAL BIOCHEMISTRY,1,0
0305-1048,NUCLEIC ACIDS RESEARCH,1,0
1548-7660,JOURNAL OF STATISTICAL SOFTWARE,1,0
0018-9448,IEEE TRANSACTIONS ON INFORMATION THEORY,10,0
0733-8716,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,1,0
1099-4300,ENTROPY,6,0
1053-5888,IEEE SIGNAL PROCESSING MAGAZINE,6,0
0960-3174,STATISTICS AND COMPUTING,1,0
2329-9290,IEEE-ACM TRANSACTIONS ON AUDIO SPEECH AND LANGUAGE PROCESSING,1,0
0170-4214,MATHEMATICAL METHODS IN THE APPLIED SCIENCES,1,0
0295-5075,EUROPHYSICS LETTERS,4,0
0197-8462,BIOELECTROMAGNETICS,1,0
0096-3003,APPLIED MATHEMATICS AND COMPUTATION,2,0
0021-9541,JOURNAL OF CELLULAR PHYSIOLOGY,1,0
0010-3616,COMMUNICATIONS IN MATHEMATICAL PHYSICS,2,0
1007-5704,COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION,5,0
0033-2909,PSYCHOLOGICAL BULLETIN,6,0
0022-1015,JOURNAL OF EXPERIMENTAL PSYCHOLOGY,2,0
0022-2895,JOURNAL OF MOTOR BEHAVIOR,7,0
0065-2598,PROGRESS IN MOTOR CONTROL: A MULTIDISCIPLINARY PERSPECTIVE,3,0
0096-1523,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,10,0
1090-3801,EUROPEAN JOURNAL OF PAIN,3,0
0033-295X,PSYCHOLOGICAL REVIEW,24,0
1050-9631,HIPPOCAMPUS,26,0
1072-0502,LEARNING & MEMORY,8,0
0090-502X,MEMORY & COGNITION,1,0
0022-1295,JOURNAL OF GENERAL PHYSIOLOGY,2,0
2050-084X,ELIFE,18,0
1074-7427,NEUROBIOLOGY OF LEARNING AND MEMORY,10,0
2375-2548,SCIENCE ADVANCES,1,0
1744-4292,MOLECULAR SYSTEMS BIOLOGY,1,0
1471-2164,BMC GENOMICS,1,0
0300-8177,MOLECULAR AND CELLULAR BIOCHEMISTRY,1,0
2042-8898,INTERFACE FOCUS,2,0
0956-5000,JOURNAL OF THE CHEMICAL SOCIETY-FARADAY TRANSACTIONS,1,0
1613-6810,SMALL,1,0
1040-452X,MOLECULAR REPRODUCTION AND DEVELOPMENT,1,0
0140-7791,PLANT CELL AND ENVIRONMENT,1,0
0198-6325,MEDICINAL RESEARCH REVIEWS,1,0
1549-8328,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS,6,0
0167-6911,SYSTEMS & CONTROL LETTERS,2,0
0018-9286,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,6,0
1049-8923,INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,1,0
0277-786X,SMART BIOMEDICAL AND PHYSIOLOGICAL SENSOR TECHNOLOGY XIV,2,0
1545-5963,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,1,0
1751-8644,IET CONTROL THEORY AND APPLICATIONS,1,0
0963-7214,CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,2,0
1530-7026,COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE,3,0
0364-0213,COGNITIVE SCIENCE,6,0
0001-4966,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,5,0
1663-9812,FRONTIERS IN PHARMACOLOGY,1,0
0014-9446,FEDERATION PROCEEDINGS,2,0
0920-1211,EPILEPSY RESEARCH,18,0
2213-1582,NEUROIMAGE-CLINICAL,7,0
1759-4758,NATURE REVIEWS NEUROLOGY,7,0
0920-9964,SCHIZOPHRENIA RESEARCH,4,0
0953-4180,BEHAVIOURAL NEUROLOGY,1,0
2162-3279,BRAIN AND BEHAVIOR,3,0
0013-9580,EPILEPSIA,58,0
0271-8235,SEMINARS IN NEUROLOGY,1,0
0364-5134,ANNALS OF NEUROLOGY,20,0
0033-8419,RADIOLOGY,6,0
2090-5904,NEURAL PLASTICITY,5,0
0340-5354,JOURNAL OF NEUROLOGY,3,0
1065-9471,HUMAN BRAIN MAPPING,51,0
1525-5050,EPILEPSY & BEHAVIOR,4,0
1935-861X,BRAIN STIMULATION,8,0
0896-0267,BRAIN TOPOGRAPHY,11,0
0895-0172,JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES,4,0
0363-6135,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,1,0
1664-042X,FRONTIERS IN PHYSIOLOGY,1,0
1662-5102,FRONTIERS IN CELLULAR NEUROSCIENCE,4,0
2376-5992,PEERJ COMPUTER SCIENCE,1,0
0031-6768,PFLUGERS ARCHIV-EUROPEAN JOURNAL OF PHYSIOLOGY,2,0
0008-6363,CARDIOVASCULAR RESEARCH,2,0
0035-9246,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL,4,0
0018-9472,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS,1,0
0740-3194,MAGNETIC RESONANCE IN MEDICINE,10,0
0895-6111,COMPUTERIZED MEDICAL IMAGING AND GRAPHICS,2,0
0278-0062,IEEE TRANSACTIONS ON MEDICAL IMAGING,7,0
0272-989X,MEDICAL DECISION MAKING,1,0
0004-3702,ARTIFICIAL INTELLIGENCE,2,0
0010-0277,COGNITION,7,0
0749-5978,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,1,0
1069-9384,PSYCHONOMIC BULLETIN & REVIEW,3,0
0009-3920,CHILD DEVELOPMENT,3,0
0965-8211,MEMORY,3,0
0003-066X,AMERICAN PSYCHOLOGIST,2,0
0340-0727,PSYCHOLOGICAL RESEARCH-PSYCHOLOGISCHE FORSCHUNG,1,0
0096-3445,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,3,0
1076-9757,JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,1,0
1877-1173(print),CHRONOBIOLOGY: BIOLOGICAL TIMING IN HEALTH AND DIESEASE,1,0
1747-0218,QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,2,0
1943-3921,ATTENTION PERCEPTION & PSYCHOPHYSICS,2,0
0278-7393,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,3,0
0066-4308(print),"ANNUAL REVIEW OF PSYCHOLOGY, VOL 62",5,0
0022-1309,JOURNAL OF GENERAL PSYCHOLOGY,1,0
0018-7208,HUMAN FACTORS,1,0
0883-4237,STATISTICAL SCIENCE,2,0
0742-0528,CHRONOBIOLOGY INTERNATIONAL,1,0
1087-0547,JOURNAL OF ATTENTION DISORDERS,1,0
1673-7067,NEUROSCIENCE BULLETIN,1,0
0890-8567,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,1,0
0003-990X,ARCHIVES OF GENERAL PSYCHIATRY,3,0
0098-7484,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,2,0
1471-244X,BMC PSYCHIATRY,1,0
0001-690X,ACTA PSYCHIATRICA SCANDINAVICA,1,0
0730-725X,MAGNETIC RESONANCE IMAGING,1,0
0925-4927,PSYCHIATRY RESEARCH-NEUROIMAGING,1,0
0002-953X,AMERICAN JOURNAL OF PSYCHIATRY,4,0
1369-7412,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,2,0
0195-6108,AMERICAN JOURNAL OF NEURORADIOLOGY,5,0
0387-7604,BRAIN & DEVELOPMENT,3,0
1545-9683,NEUROREHABILITATION AND NEURAL REPAIR,3,0
0966-6362,GAIT & POSTURE,16,0
1050-6411,JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY,5,0
1955-2068,HFSP JOURNAL,2,0
0022-3034,JOURNAL OF NEUROBIOLOGY,1,0
0003-4851,ANNALS OF MATHEMATICAL STATISTICS,2,0
0022-1694,JOURNAL OF HYDROLOGY,1,0
0732-118X,NEW IDEAS IN PSYCHOLOGY,1,0
2153-0858,2014 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS 2014),2,0
0302-9743(print),"ARTIFICIAL NEURAL NETWORKS: BIOLOGICAL INSPIRATIONS - ICANN 2005, PT 1, PROCEEDINGS",1,0
1943-0264,COLD SPRING HARBOR PERSPECTIVES IN BIOLOGY,4,0
0023-5946,KYBERNETIK,5,0
1674-1056,CHINESE PHYSICS B,1,0
1536-0040,SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS,9,0
1631-0691,COMPTES RENDUS BIOLOGIES,2,0
1076-2787,COMPLEXITY,1,0
1476-1122,NATURE MATERIALS,1,0
0167-2789,PHYSICA D,15,0
0018-9162,COMPUTER,1,0
1098-7576,"2008 IEEE INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS, VOLS 1-8",1,0
1932-4545,IEEE TRANSACTIONS ON BIOMEDICAL CIRCUITS AND SYSTEMS,1,0
0018-9340,IEEE TRANSACTIONS ON COMPUTERS,1,0
0036-8733,SCIENTIFIC AMERICAN,3,0
0010-4620,COMPUTER JOURNAL,3,0
0018-9200,IEEE JOURNAL OF SOLID-STATE CIRCUITS,1,0
1662-4548,FRONTIERS IN NEUROSCIENCE,4,0
0271-4302,2010 IEEE INTERNATIONAL SYMPOSIUM ON CIRCUITS AND SYSTEMS,2,0
1521-9615,COMPUTING IN SCIENCE & ENGINEERING,2,0
2373-2822,ENEURO,5,0
0969-9961,NEUROBIOLOGY OF DISEASE,6,0
0893-133X,NEUROPSYCHOPHARMACOLOGY,8,0
0340-6997,EUROPEAN JOURNAL OF NUCLEAR MEDICINE,1,0
1474-4422,LANCET NEUROLOGY,3,0
1557-170X,2011 ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY (EMBC),22,0
1607-551X,KAOHSIUNG JOURNAL OF MEDICAL SCIENCES,1,0
1758-2008,NEUROPSYCHIATRY,1,0
