ISSN,TITLE,CITED_OUT,CITED_IN,TOT_ART
1553-734X,PLoS Computational Biology,0,8,0
1367-4803,BIOINFORMATICS,0,5,0
1752-0509,BMC Systems Biology,0,1,0
1471-2105,BMC BIOINFORMATICS,0,1,0
0303-6812,JOURNAL OF MATHEMATICAL BIOLOGY,0,41,0
1748-7188,Algorithms for Molecular Biology,0,0,0
1465-4644,BIOSTATISTICS,0,0,0
1176-9343,Evolutionary Bioinformatics,0,0,0
1662-5188,Frontiers in Computational Neuroscience,0,2,0
0022-5193,JOURNAL OF THEORETICAL BIOLOGY,0,127,0
0277-6715,STATISTICS IN MEDICINE,0,1,0
0929-5313,JOURNAL OF COMPUTATIONAL NEUROSCIENCE,0,2,0
1093-3263,JOURNAL OF MOLECULAR GRAPHICS & MODELLING,0,3,0
0092-8240,BULLETIN OF MATHEMATICAL BIOLOGY,0,51,0
0006-3444,BIOMETRIKA,0,8,0
0140-0118,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,0,117,0
0962-2802,STATISTICAL METHODS IN MEDICAL RESEARCH,0,1,0
0006-341X,BIOMETRICS,0,1,0
1751-8849,IET Systems Biology,0,1,0
1089-7771,IEEE TRANSACTIONS ON INFORMATION TECHNOLOGY IN BIOMEDICINE,0,10,0
1793-5245,International Journal of Biomathematics,0,0,0
1742-4682,Theoretical Biology and Medical Modelling,0,3,0
1066-5277,JOURNAL OF COMPUTATIONAL BIOLOGY,0,0,0
0025-5564,MATHEMATICAL BIOSCIENCES,0,23,0
1062-936X,SAR AND QSAR IN ENVIRONMENTAL RESEARCH,0,0,0
0323-3847,BIOMETRICAL JOURNAL,0,0,0
1477-8599,MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,0,16,0
0010-4825,COMPUTERS IN BIOLOGY AND MEDICINE,0,53,0
1574-8936,Current Bioinformatics,0,0,0
1748-670X,Computational and Mathematical Methods in Medicine,0,13,0
1085-7117,JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,0,0,0
0973-5348,Mathematical Modelling of Natural Phenomena,0,6,0
1748-5673,International Journal of Data Mining and Bioinformatics,0,0,0
1938-7989,Statistics and Its Interface,0,0,0
0218-3390,JOURNAL OF BIOLOGICAL SYSTEMS,0,2,0
2040-7939,International Journal for Numerical Methods in Biomedical Engineering,22521,534,674
1868-1743,Molecular Informatics,0,0,0
1467-5463,BRIEFINGS IN BIOINFORMATICS,0,2,0
1758-0463,Database-The Journal of Biological Databases and Curation,0,0,0
0303-2647,BIOSYSTEMS,0,2,0
0001-5342,ACTA BIOTHEORETICA,0,1,0
2194-573X,International Journal of Biostatistics,0,0,0
1547-1063,Mathematical Biosciences and Engineering,0,11,0
1431-7613,THEORY IN BIOSCIENCES,0,0,0
1946-6315,Statistics in Biopharmaceutical Research,0,0,0
0385-4035,Hokkaido Mathematical Journal,0,0,0
1759-0876,Wiley Interdisciplinary Reviews-Computational Molecular Science,0,0,0
2156-7018,Journal of Medical Imaging and Health Informatics,0,0,0
1756-0381,BioData Mining,0,0,0
2194-6302,Statistical Applications in Genetics and Molecular Biology,0,0,0
0219-7200,Journal of Bioinformatics and Computational Biology,0,1,0
1913-2751,Interdisciplinary Sciences-Computational Life Sciences,0,0,0
2168-2194,IEEE Journal of Biomedical and Health Informatics,0,0,0
1759-2879,Research Synthesis Methods,0,0,0
1662-5196,Frontiers in Neuroinformatics,0,0,0
2041-1480,Journal of Biomedical Semantics,0,0,0
1751-3758,Journal of Biological Dynamics,0,0,0
1687-5265,Computational Intelligence and Neuroscience,0,1,0
0741-0395,GENETIC EPIDEMIOLOGY,0,0,0
0954-4119,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,0,42,0
0090-6964,ANNALS OF BIOMEDICAL ENGINEERING,0,570,0
0002-9440,AMERICAN JOURNAL OF PATHOLOGY,0,10,0
0045-7930,COMPUTERS & FLUIDS,0,65,0
0148-0731,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,0,421,0
0174-1551,CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY,0,7,0
0360-3016,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,0,8,0
0300-8428,BASIC RESEARCH IN CARDIOLOGY,0,6,0
0022-1120,JOURNAL OF FLUID MECHANICS,0,136,0
1051-0443,JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY,0,10,0
0018-9294,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,0,188,0
J Nucl Med Radiat Ther,J Nucl Med Radiat Ther,0,3,0
J. Biomech. Eng.,J. Biomech. Eng.,0,2,0
Annali Italiani di Chirurgia,Annali Italiani di Chirurgia,0,3,0
1617-7959,BIOMECHANICS AND MODELING IN MECHANOBIOLOGY,0,247,0
1025-5842,COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,0,114,0
1059-9495,JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE,0,5,0
0261-3069,MATERIALS & DESIGN,0,11,0
0263-8223,COMPOSITE STRUCTURES,0,8,0
1555-1423,JOURNAL OF COMPUTATIONAL AND NONLINEAR DYNAMICS,0,4,0
1053-8119,NEUROIMAGE,0,51,0
0031-9007,PHYSICAL REVIEW LETTERS,0,44,0
0022-3093,JOURNAL OF NON-CRYSTALLINE SOLIDS,0,1,0
J. Battlef. Technol.,J. Battlef. Technol.,0,1,0
MULTIDISCIPLINE MODELING IN MATERIALS AND STRUCTURES,MULTIDISCIPLINE MODELING IN MATERIALS AND STRUCTURES,0,5,0
Journal of the Institute of Explosives Engineers,Journal of the Institute of Explosives Engineers,0,1,0
0077-8923,ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,0,12,0
0021-9290,JOURNAL OF BIOMECHANICS,0,1242,0
International Journal for Numerical Methods in Biomedical Engineering,International Journal for Numerical Methods in Biomedical Engineering,0,22,0
Emergency Medicine Practice,Emergency Medicine Practice,0,1,0
"Report for The DSO National Laboratories, Defence Medical and Environmental Research Institute (DMERI)","Report for The DSO National Laboratories, Defence Medical and Environmental Research Institute (DMERI)",0,2,0
Journal of Biomechanical Engineering,Journal of Biomechanical Engineering,0,56,0
MailOnline,MailOnline,0,1,0
Computer Methods in Biomechanics and Biomedical Engineering,Computer Methods in Biomechanics and Biomedical Engineering,0,19,0
Gels,Gels,0,1,0
0002-8703,AMERICAN HEART JOURNAL,0,13,0
1350-4533,MEDICAL ENGINEERING & PHYSICS,0,243,0
0208-5216,BIOCYBERNETICS AND BIOMEDICAL ENGINEERING,0,2,0
1509-409X,ACTA OF BIOENGINEERING AND BIOMECHANICS,0,4,0
1758-8251,INTERNATIONAL JOURNAL OF APPLIED MECHANICS,0,11,0
0178-7675,COMPUTATIONAL MECHANICS,0,176,0
1475-925X,BIOMEDICAL ENGINEERING ONLINE,0,32,0
0142-9612,BIOMATERIALS,0,60,0
0927-0256,COMPUTATIONAL MATERIALS SCIENCE,0,20,0
1751-6161,JOURNAL OF THE MECHANICAL BEHAVIOR OF BIOMEDICAL MATERIALS,0,79,0
0924-0136,JOURNAL OF MATERIALS PROCESSING TECHNOLOGY,0,22,0
0160-564X,ARTIFICIAL ORGANS,0,24,0
0268-3768,INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,0,5,0
Cardiovascular Engineering and Technology,Cardiovascular Engineering and Technology,0,3,0
0168-874X,FINITE ELEMENTS IN ANALYSIS AND DESIGN,0,48,0
0167-5273,INTERNATIONAL JOURNAL OF CARDIOLOGY,0,23,0
1774-024X,EUROINTERVENTION,0,3,0
0045-7825,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,0,777,0
0921-5107,MATERIALS SCIENCE AND ENGINEERING B-ADVANCED FUNCTIONAL SOLID-STATE MATERIALS,0,2,0
0021-9991,JOURNAL OF COMPUTATIONAL PHYSICS,0,526,0
0935-4964,THEORETICAL AND COMPUTATIONAL FLUID DYNAMICS,0,7,0
0272-4960,IMA JOURNAL OF APPLIED MATHEMATICS,0,7,0
1815-2406,COMMUNICATIONS IN COMPUTATIONAL PHYSICS,0,35,0
Tech. Rep. ANL-95/11-Revision 3. 7,Tech. Rep. ANL-95/11-Revision 3. 7,0,1,0
J Med Dev,J Med Dev,0,1,0
1532-0626,CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,0,5,0
0177-0667,ENGINEERING WITH COMPUTERS,0,20,0
0022-0949,JOURNAL OF EXPERIMENTAL BIOLOGY,0,12,0
1559-3940,COMMUNICATIONS IN APPLIED MATHEMATICS AND COMPUTATIONAL SCIENCE,0,2,0
0193-1857,AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY,0,1,0
