ISSN,TITLE,CITED_OUT,CITED_IN,TOT_ART
1553-734X,PLoS Computational Biology,0,9,0
1367-4803,BIOINFORMATICS,0,251,0
1752-0509,BMC Systems Biology,0,2,0
1471-2105,BMC BIOINFORMATICS,0,82,0
0303-6812,JOURNAL OF MATHEMATICAL BIOLOGY,0,10,0
1748-7188,Algorithms for Molecular Biology,0,0,0
1465-4644,BIOSTATISTICS,0,372,0
1176-9343,Evolutionary Bioinformatics,0,0,0
1662-5188,Frontiers in Computational Neuroscience,0,0,0
0022-5193,JOURNAL OF THEORETICAL BIOLOGY,0,22,0
0277-6715,STATISTICS IN MEDICINE,0,1165,0
0929-5313,JOURNAL OF COMPUTATIONAL NEUROSCIENCE,0,1,0
1093-3263,JOURNAL OF MOLECULAR GRAPHICS & MODELLING,0,0,0
0092-8240,BULLETIN OF MATHEMATICAL BIOLOGY,0,13,0
0006-3444,BIOMETRIKA,0,1609,0
0140-0118,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,0,1,0
0962-2802,STATISTICAL METHODS IN MEDICAL RESEARCH,0,117,0
0006-341X,BIOMETRICS,22926,2405,1023
1751-8849,IET Systems Biology,0,1,0
1089-7771,IEEE TRANSACTIONS ON INFORMATION TECHNOLOGY IN BIOMEDICINE,0,1,0
1793-5245,International Journal of Biomathematics,0,0,0
1742-4682,Theoretical Biology and Medical Modelling,0,1,0
1066-5277,JOURNAL OF COMPUTATIONAL BIOLOGY,0,23,0
0025-5564,MATHEMATICAL BIOSCIENCES,0,14,0
1062-936X,SAR AND QSAR IN ENVIRONMENTAL RESEARCH,0,0,0
0323-3847,BIOMETRICAL JOURNAL,0,131,0
1477-8599,MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,0,2,0
0010-4825,COMPUTERS IN BIOLOGY AND MEDICINE,0,0,0
1574-8936,Current Bioinformatics,0,3,0
1748-670X,Computational and Mathematical Methods in Medicine,0,0,0
1085-7117,JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,0,56,0
0973-5348,Mathematical Modelling of Natural Phenomena,0,0,0
1748-5673,International Journal of Data Mining and Bioinformatics,0,1,0
1938-7989,Statistics and Its Interface,0,24,0
0218-3390,JOURNAL OF BIOLOGICAL SYSTEMS,0,0,0
2040-7939,International Journal for Numerical Methods in Biomedical Engineering,0,0,0
1868-1743,Molecular Informatics,0,0,0
1467-5463,BRIEFINGS IN BIOINFORMATICS,0,8,0
1758-0463,Database-The Journal of Biological Databases and Curation,0,1,0
0303-2647,BIOSYSTEMS,0,1,0
0001-5342,ACTA BIOTHEORETICA,0,0,0
2194-573X,International Journal of Biostatistics,0,12,0
1547-1063,Mathematical Biosciences and Engineering,0,3,0
1431-7613,THEORY IN BIOSCIENCES,0,0,0
1946-6315,Statistics in Biopharmaceutical Research,0,9,0
0385-4035,Hokkaido Mathematical Journal,0,0,0
1759-0876,Wiley Interdisciplinary Reviews-Computational Molecular Science,0,0,0
2156-7018,Journal of Medical Imaging and Health Informatics,0,0,0
1756-0381,BioData Mining,0,0,0
2194-6302,Statistical Applications in Genetics and Molecular Biology,0,9,0
0219-7200,Journal of Bioinformatics and Computational Biology,0,0,0
1913-2751,Interdisciplinary Sciences-Computational Life Sciences,0,0,0
2168-2194,IEEE Journal of Biomedical and Health Informatics,0,0,0
1759-2879,Research Synthesis Methods,0,3,0
1662-5196,Frontiers in Neuroinformatics,0,0,0
2041-1480,Journal of Biomedical Semantics,0,0,0
1751-3758,Journal of Biological Dynamics,0,0,0
1687-5265,Computational Intelligence and Neuroscience,0,0,0
0741-0395,GENETIC EPIDEMIOLOGY,0,134,0
0162-1459,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,0,2187,0
0035-9246,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL,0,330,0
0960-3174,STATISTICS AND COMPUTING,0,86,0
0883-4237,STATISTICAL SCIENCE,0,203,0
0040-1706,TECHNOMETRICS,0,98,0
0003-4851,ANNALS OF MATHEMATICAL STATISTICS,0,106,0
1352-8505,ENVIRONMENTAL AND ECOLOGICAL STATISTICS,0,41,0
0003-4819,ANNALS OF INTERNAL MEDICINE,0,34,0
0035-9254,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS,0,203,0
1369-7412,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,0,731,0
DIRECT METHODS FOR SPARSE LINEAR SYSTEMS,DIRECT METHODS FOR SPARSE LINEAR SYSTEMS,0,1,0
Journal of Computational and Graphical Statistics,Journal of Computational and Graphical Statistics,0,19,0
Statistics: Applications and New Directions,Statistics: Applications and New Directions,0,1,0
1017-0405,STATISTICA SINICA,0,257,0
0885-6125,MACHINE LEARNING,0,29,0
1548-7660,JOURNAL OF STATISTICAL SOFTWARE,0,81,0
1932-6157,ANNALS OF APPLIED STATISTICS,0,181,0
0090-5364,ANNALS OF STATISTICS,0,970,0
0162-8828,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,0,21,0
0167-9473,COMPUTATIONAL STATISTICS & DATA ANALYSIS,0,192,0
1931-6690,BAYESIAN ANALYSIS,0,96,0
0029-599X,NUMERISCHE MATHEMATIK,0,13,0
0022-3166,JOURNAL OF NUTRITION,0,4,0
Pubblicazioni del R Istituto Superiore di Scienze Economiche e Commerciali di Firenze,Pubblicazioni del R Istituto Superiore di Scienze Economiche e Commerciali di Firenze,0,1,0
Technical Report,Technical Report,0,40,0
Stat Sci,Stat Sci,0,21,0
The Mathematical Gazette,The Mathematical Gazette,0,1,0
1061-8600,JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS,0,179,0
2211-6753,SPATIAL STATISTICS,0,2,0
GAUSSIAN PROCESSES FOR MACHINE LEARNING,GAUSSIAN PROCESSES FOR MACHINE LEARNING,0,9,0
arXiv preprint arXiv:1604. 05224,arXiv preprint arXiv:1604. 05224,0,1,0
0169-7439,CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,0,4,0
0003-1305,AMERICAN STATISTICIAN,0,106,0
1932-6203,PLOS ONE,0,70,0
1557-4679,INTERNATIONAL JOURNAL OF BIOSTATISTICS,0,22,0
arXiv:1412. 0778,arXiv:1412. 0778,0,1,0
0027-8424,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,0,162,0
0018-9448,IEEE TRANSACTIONS ON INFORMATION THEORY,0,21,0
1936-4954,SIAM JOURNAL ON IMAGING SCIENCES,0,2,0
2326-8298,"ANNUAL REVIEW OF STATISTICS AND ITS APPLICATION, VOL 1",0,11,0
0010-3640,COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS,0,2,0
1754-2189,NATURE PROTOCOLS,0,2,0
1532-4435,JOURNAL OF MACHINE LEARNING RESEARCH,0,73,0
1742-5468,JOURNAL OF STATISTICAL MECHANICS-THEORY AND EXPERIMENT,0,1,0
0001-5652,HUMAN HEREDITY,0,33,0
Technical Report 2001-28,Technical Report 2001-28,0,2,0
arXiv preprint. arXiv: 511. 01957,arXiv preprint. arXiv: 511. 01957,0,1,0
Trends Mach. Learn.,Trends Mach. Learn.,0,1,0
0885-7474,JOURNAL OF SCIENTIFIC COMPUTING,0,3,0
0002-9262,AMERICAN JOURNAL OF EPIDEMIOLOGY,0,249,0
0943-4062,COMPUTATIONAL STATISTICS,0,21,0
0143-005X,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,0,10,0
0165-0327,JOURNAL OF AFFECTIVE DISORDERS,0,3,0
0266-4666,ECONOMETRIC THEORY,0,10,0
0304-4076,JOURNAL OF ECONOMETRICS,0,65,0
0163-8343,GENERAL HOSPITAL PSYCHIATRY,0,1,0
1053-8569,PHARMACOEPIDEMIOLOGY AND DRUG SAFETY,0,14,0
0270-0255,MATHEMATICAL MODELLING,0,16,0
0022-0663,JOURNAL OF EDUCATIONAL PSYCHOLOGY,0,29,0
1544-1709,ANNALS OF FAMILY MEDICINE,0,1,0
0884-8734,JOURNAL OF GENERAL INTERNAL MEDICINE,0,4,0
1044-3983,EPIDEMIOLOGY,0,163,0
NIPS,NIPS,0,3,0
2193-3677,JOURNAL OF CAUSAL INFERENCE,0,1,0
0304-3959,PAIN,0,3,0
1526-5900,JOURNAL OF PAIN,0,1,0
0034-6527,REVIEW OF ECONOMIC STUDIES,0,12,0
0022-166X,JOURNAL OF HUMAN RESOURCES,0,1,0
0012-9682,ECONOMETRICA,0,97,0
0002-8282,AMERICAN ECONOMIC REVIEW,0,5,0
0950-0804,JOURNAL OF ECONOMIC SURVEYS,0,2,0
0361-0926,COMMUNICATIONS IN STATISTICS-THEORY AND METHODS,0,64,0
0049-1241,SOCIOLOGICAL METHODS & RESEARCH,0,4,0
0360-0572,ANNUAL REVIEW OF SOCIOLOGY,0,1,0
"Journal of the Royal Statistical Society, Series A","Journal of the Royal Statistical Society, Series A",0,5,0
Biostatistics,Biostatistics,0,39,0
0964-1998,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,0,71,0
0049-0172,SEMINARS IN ARTHRITIS AND RHEUMATISM,0,1,0
0361-0918,COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,0,34,0
0047-259X,JOURNAL OF MULTIVARIATE ANALYSIS,0,97,0
Annals of the Institute of Statistical Mathematics,Annals of the Institute of Statistical Mathematics,0,2,0
0895-3309,JOURNAL OF ECONOMIC PERSPECTIVES,0,3,0
0140-6736,LANCET,0,61,0
1380-7870,LIFETIME DATA ANALYSIS,0,147,0
0008-543X,CANCER,0,24,0
0300-5771,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,0,41,0
Biometrika,Biometrika,0,30,0
0028-4793,NEW ENGLAND JOURNAL OF MEDICINE,0,178,0
0269-9370,AIDS,0,34,0
0098-7484,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,0,63,0
Journal of the Royal Statistical Society (Series B),Journal of the Royal Statistical Society (Series B),0,8,0
0085-2538,KIDNEY INTERNATIONAL,0,4,0
0033-3174,PSYCHOSOMATIC MEDICINE,0,3,0
Math. Meth. Statist.,Math. Meth. Statist.,0,1,0
0303-6898,SCANDINAVIAN JOURNAL OF STATISTICS,0,214,0
Statistical Science,Statistical Science,0,34,0
0036-1429,SIAM JOURNAL ON NUMERICAL ANALYSIS,0,7,0
0094-9655,JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,0,23,0
0009-7322,CIRCULATION,0,20,0
0167-5273,INTERNATIONAL JOURNAL OF CARDIOLOGY,0,1,0
0022-5347,JOURNAL OF UROLOGY,0,4,0
1350-7265,BERNOULLI,0,22,0
0959-8138,BRITISH MEDICAL JOURNAL,0,14,0
