ISSN,TITLE,CITED_OUT,CITED_IN,TOT_ART
1553-734X,PLoS Computational Biology,0.0,59.0,0.0
1367-4803,BIOINFORMATICS,0.0,105.0,0.0
1752-0509,BMC Systems Biology,0.0,16.0,0.0
1471-2105,BMC BIOINFORMATICS,0.0,37.0,0.0
0303-6812,JOURNAL OF MATHEMATICAL BIOLOGY,0.0,51.0,0.0
1748-7188,Algorithms for Molecular Biology,0.0,1.0,0.0
1465-4644,BIOSTATISTICS,0.0,5.0,0.0
1176-9343,Evolutionary Bioinformatics,0.0,0.0,0.0
1662-5188,Frontiers in Computational Neuroscience,0.0,0.0,0.0
0022-5193,JOURNAL OF THEORETICAL BIOLOGY,0.0,243.0,0.0
0277-6715,STATISTICS IN MEDICINE,0.0,15.0,0.0
0929-5313,JOURNAL OF COMPUTATIONAL NEUROSCIENCE,0.0,2.0,0.0
1093-3263,JOURNAL OF MOLECULAR GRAPHICS & MODELLING,0.0,3.0,0.0
0092-8240,BULLETIN OF MATHEMATICAL BIOLOGY,0.0,72.0,0.0
0006-3444,BIOMETRIKA,0.0,3.0,0.0
0140-0118,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,0.0,6.0,0.0
0962-2802,STATISTICAL METHODS IN MEDICAL RESEARCH,0.0,1.0,0.0
0006-341X,BIOMETRICS,0.0,7.0,0.0
1751-8849,IET Systems Biology,0.0,4.0,0.0
1089-7771,IEEE TRANSACTIONS ON INFORMATION TECHNOLOGY IN BIOMEDICINE,0.0,1.0,0.0
1793-5245,International Journal of Biomathematics,0.0,0.0,0.0
1742-4682,Theoretical Biology and Medical Modelling,11644.0,99.0,304.0
1066-5277,JOURNAL OF COMPUTATIONAL BIOLOGY,0.0,12.0,0.0
0025-5564,MATHEMATICAL BIOSCIENCES,0.0,92.0,0.0
1062-936X,SAR AND QSAR IN ENVIRONMENTAL RESEARCH,0.0,0.0,0.0
0323-3847,BIOMETRICAL JOURNAL,0.0,2.0,0.0
1477-8599,MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,0.0,11.0,0.0
0010-4825,COMPUTERS IN BIOLOGY AND MEDICINE,0.0,6.0,0.0
1574-8936,Current Bioinformatics,0.0,1.0,0.0
1748-670X,Computational and Mathematical Methods in Medicine,0.0,6.0,0.0
1085-7117,JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,0.0,0.0,0.0
0973-5348,Mathematical Modelling of Natural Phenomena,0.0,3.0,0.0
1748-5673,International Journal of Data Mining and Bioinformatics,0.0,0.0,0.0
1938-7989,Statistics and Its Interface,0.0,0.0,0.0
0218-3390,JOURNAL OF BIOLOGICAL SYSTEMS,0.0,5.0,0.0
2040-7939,International Journal for Numerical Methods in Biomedical Engineering,0.0,1.0,0.0
1868-1743,Molecular Informatics,0.0,0.0,0.0
1467-5463,BRIEFINGS IN BIOINFORMATICS,0.0,11.0,0.0
1758-0463,Database-The Journal of Biological Databases and Curation,0.0,0.0,0.0
0303-2647,BIOSYSTEMS,0.0,22.0,0.0
0001-5342,ACTA BIOTHEORETICA,0.0,5.0,0.0
2194-573X,International Journal of Biostatistics,0.0,0.0,0.0
1547-1063,Mathematical Biosciences and Engineering,0.0,21.0,0.0
1431-7613,THEORY IN BIOSCIENCES,0.0,2.0,0.0
1946-6315,Statistics in Biopharmaceutical Research,0.0,0.0,0.0
0385-4035,Hokkaido Mathematical Journal,0.0,0.0,0.0
1759-0876,Wiley Interdisciplinary Reviews-Computational Molecular Science,0.0,0.0,0.0
2156-7018,Journal of Medical Imaging and Health Informatics,0.0,0.0,0.0
1756-0381,BioData Mining,0.0,1.0,0.0
2194-6302,Statistical Applications in Genetics and Molecular Biology,0.0,0.0,0.0
0219-7200,Journal of Bioinformatics and Computational Biology,0.0,0.0,0.0
1913-2751,Interdisciplinary Sciences-Computational Life Sciences,0.0,0.0,0.0
2168-2194,IEEE Journal of Biomedical and Health Informatics,0.0,0.0,0.0
1759-2879,Research Synthesis Methods,0.0,0.0,0.0
1662-5196,Frontiers in Neuroinformatics,0.0,0.0,0.0
2041-1480,Journal of Biomedical Semantics,0.0,1.0,0.0
1751-3758,Journal of Biological Dynamics,0.0,3.0,0.0
1687-5265,Computational Intelligence and Neuroscience,0.0,0.0,0.0
0741-0395,GENETIC EPIDEMIOLOGY,0.0,1.0,0.0
0340-6075,VIRCHOWS ARCHIV B-CELL PATHOLOGY INCLUDING MOLECULAR PATHOLOGY,0.0,4.0,0.0
0001-1541,AICHE JOURNAL,0.0,5.0,0.0
0890-9369,GENES & DEVELOPMENT,0.0,22.0,0.0
0028-0836,NATURE,0.0,280.0,0.0
1742-464X,FEBS JOURNAL,0.0,13.0,0.0
1757-9694,INTEGRATIVE BIOLOGY,0.0,1.0,0.0
0002-9106,AMERICAN JOURNAL OF ANATOMY,0.0,3.0,0.0
1471-0056,NATURE REVIEWS GENETICS,0.0,26.0,0.0
0021-9258,JOURNAL OF BIOLOGICAL CHEMISTRY,0.0,157.0,0.0
0021-9525,JOURNAL OF CELL BIOLOGY,0.0,30.0,0.0
0016-5085,GASTROENTEROLOGY,0.0,22.0,0.0
0959-9673,INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY,0.0,1.0,0.0
0027-8424,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,0.0,342.0,0.0
0008-8730,CELL AND TISSUE KINETICS,0.0,9.0,0.0
0265-9247,BIOESSAYS,0.0,19.0,0.0
0960-7722,CELL PROLIFERATION,0.0,21.0,0.0
0014-4827,EXPERIMENTAL CELL RESEARCH,0.0,21.0,0.0
1932-6203,PLOS ONE,0.0,139.0,0.0
0962-8436,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0.0,28.0,0.0
0002-9513,AMERICAN JOURNAL OF PHYSIOLOGY,0.0,57.0,0.0
1064-5462,ARTIFICIAL LIFE,0.0,4.0,0.0
1933-0219,MUCOSAL IMMUNOLOGY,0.0,2.0,0.0
1752-296X,CURRENT OPINION IN ENDOCRINOLOGY DIABETES AND OBESITY,0.0,1.0,0.0
0066-4278,ANNUAL REVIEW OF PHYSIOLOGY,0.0,6.0,0.0
0950-1991,DEVELOPMENT,0.0,20.0,0.0
0002-9262,AMERICAN JOURNAL OF EPIDEMIOLOGY,0.0,17.0,0.0
1050-5164,ANNALS OF APPLIED PROBABILITY,0.0,3.0,0.0
0003-9926,ARCHIVES OF INTERNAL MEDICINE,0.0,2.0,0.0
1471-2458,BMC PUBLIC HEALTH,0.0,7.0,0.0
0304-3800,ECOLOGICAL MODELLING,0.0,5.0,0.0
0950-2688,EPIDEMIOLOGY AND INFECTION,0.0,18.0,0.0
1473-3099,LANCET INFECTIOUS DISEASES,0.0,11.0,0.0
0960-1643,BRITISH JOURNAL OF GENERAL PRACTICE,0.0,1.0,0.0
Vital Health Stat,Vital Health Stat,0.0,1.0,0.0
Eur Cent Dis Prev Control,Eur Cent Dis Prev Control,0.0,1.0,0.0
Centers Dis. Control Prev.,Centers Dis. Control Prev.,0.0,1.0,0.0
Statistics surveys,Statistics surveys,0.0,1.0,0.0
Statistics (Ber),Statistics (Ber),0.0,1.0,0.0
2045-2322,SCIENTIFIC REPORTS,0.0,10.0,0.0
0041-1345,TRANSPLANTATION PROCEEDINGS,0.0,4.0,0.0
0163-4453,JOURNAL OF INFECTION,0.0,2.0,0.0
0033-3549,PUBLIC HEALTH REPORTS,0.0,1.0,0.0
0270-9139,HEPATOLOGY,0.0,27.0,0.0
0022-1899,JOURNAL OF INFECTIOUS DISEASES,0.0,28.0,0.0
0098-7484,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,0.0,23.0,0.0
1326-0200,AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH,0.0,4.0,0.0
0034-9887,REVISTA MEDICA DE CHILE,0.0,1.0,0.0
0007-4985,BULLETIN OF MATHEMATICAL BIOPHYSICS,0.0,1.0,0.0
1471-2334,BMC INFECTIOUS DISEASES,0.0,15.0,0.0
JOURNAL OF TRANSPLANTATION,JOURNAL OF TRANSPLANTATION,0.0,1.0,0.0
BMC Public Health,BMC Public Health,0.0,1.0,0.0
Health and human rights,Health and human rights,0.0,1.0,0.0
Zoonoses Pub Health,Zoonoses Pub Health,0.0,1.0,0.0
0021-8987,JOURNAL OF APPLIED PHYSIOLOGY,0.0,3.0,0.0
0143-4160,CELL CALCIUM,0.0,12.0,0.0
0006-8993,BRAIN RESEARCH,0.0,17.0,0.0
0007-1188,BRITISH JOURNAL OF PHARMACOLOGY,0.0,9.0,0.0
1534-0384,MOLECULAR INTERVENTIONS,0.0,1.0,0.0
0166-4328,BEHAVIOURAL BRAIN RESEARCH,0.0,4.0,0.0
0264-6021,BIOCHEMICAL JOURNAL,0.0,35.0,0.0
1359-6446,DRUG DISCOVERY TODAY,0.0,11.0,0.0
0031-9333,PHYSIOLOGICAL REVIEWS,0.0,20.0,0.0
0003-2700,ANALYTICAL CHEMISTRY,0.0,5.0,0.0
0065-4299,AGENTS AND ACTIONS,0.0,1.0,0.0
0022-3042,JOURNAL OF NEUROCHEMISTRY,0.0,25.0,0.0
0006-2952,BIOCHEMICAL PHARMACOLOGY,0.0,9.0,0.0
0028-3908,NEUROPHARMACOLOGY,0.0,4.0,0.0
0021-9967,JOURNAL OF COMPARATIVE NEUROLOGY,0.0,10.0,0.0
0026-895X,MOLECULAR PHARMACOLOGY,0.0,9.0,0.0
1540-7063,INTEGRATIVE AND COMPARATIVE BIOLOGY,0.0,1.0,0.0
1347-8613,JOURNAL OF PHARMACOLOGICAL SCIENCES,0.0,1.0,0.0
1061-4036,NATURE GENETICS,0.0,29.0,0.0
Mast Cell Acti- vation by Stress,Mast Cell Acti- vation by Stress,0.0,1.0,0.0
Mathematical Physiology,Mathematical Physiology,0.0,1.0,0.0
0003-2654,ANALYST,0.0,1.0,0.0
0028-1298,NAUNYN-SCHMIEDEBERGS ARCHIVES OF PHARMACOLOGY,0.0,5.0,0.0
0024-3205,LIFE SCIENCES,0.0,3.0,0.0
1943-0264,COLD SPRING HARBOR PERSPECTIVES IN BIOLOGY,0.0,3.0,0.0
0270-6474,JOURNAL OF NEUROSCIENCE,0.0,48.0,0.0
0887-4476,SYNAPSE,0.0,4.0,0.0
1084-9521,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,0.0,6.0,0.0
1553-7404,PLOS GENETICS,0.0,8.0,0.0
0940-6573 (ISSN print),MATHEMATICAL APPROACHES FOR EMERGING AND REEMERGING INFECTIOUS DISEASES: AN INTRODUCTION,0.0,1.0,0.0
1744-165X,SEMINARS IN FETAL & NEONATAL MEDICINE,0.0,1.0,0.0
1352-0504,JOURNAL OF VIRAL HEPATITIS,0.0,5.0,0.0
0036-1410,SIAM JOURNAL ON MATHEMATICAL ANALYSIS,0.0,1.0,0.0
0022-247X,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,0.0,5.0,0.0
0272-8087,SEMINARS IN LIVER DISEASE,0.0,2.0,0.0
0193-936X,EPIDEMIOLOGIC REVIEWS,0.0,3.0,0.0
0300-5771,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,0.0,9.0,0.0
Dynamics and control,Dynamics and control,0.0,1.0,0.0
Math Biosci,Math Biosci,0.0,1.0,0.0
1742-7061,ACTA BIOMATERIALIA,0.0,5.0,0.0
0148-0731,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,0.0,15.0,0.0
0021-9290,JOURNAL OF BIOMECHANICS,0.0,56.0,0.0
1047-8477,JOURNAL OF STRUCTURAL BIOLOGY,0.0,4.0,0.0
0021-9533,JOURNAL OF CELL SCIENCE,0.0,23.0,0.0
0009-921X,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,0.0,3.0,0.0
1552-4973,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART B-APPLIED BIOMATERIALS,0.0,2.0,0.0
0340-2061,ANATOMY AND EMBRYOLOGY,0.0,1.0,0.0
0142-9612,BIOMATERIALS,0.0,6.0,0.0
1523-9829,ANNUAL REVIEW OF BIOMEDICAL ENGINEERING,0.0,4.0,0.0
0090-6964,ANNALS OF BIOMEDICAL ENGINEERING,0.0,25.0,0.0
0006-291X,BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,0.0,30.0,0.0
0077-8923(print),"SKELETAL DEVELOPMENT AND REMODELING IN HEALTH, DISEASE, AND AGING",0.0,8.0,0.0
0045-7825,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,0.0,3.0,0.0
0021-9355,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,0.0,5.0,0.0
0079-6107,PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY,0.0,19.0,0.0
0892-6638,FASEB JOURNAL,0.0,11.0,0.0
0047-2689,JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA,0.0,1.0,0.0
Comput Math Methods Med.,Comput Math Methods Med.,0.0,2.0,0.0
Oper Tech Orthop,Oper Tech Orthop,0.0,1.0,0.0
0301-5629,ULTRASOUND IN MEDICINE AND BIOLOGY,0.0,2.0,0.0
1932-1058,BIOMICROFLUIDICS,0.0,1.0,0.0
1744-683X,SOFT MATTER,0.0,1.0,0.0
1357-2725,INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY,0.0,8.0,0.0
1076-3279,TISSUE ENGINEERING,0.0,3.0,0.0
1751-6161,JOURNAL OF THE MECHANICAL BEHAVIOR OF BIOMEDICAL MATERIALS,0.0,4.0,0.0
0301-620X,JOURNAL OF BONE AND JOINT SURGERY-BRITISH VOLUME,0.0,1.0,0.0
1937-3384,TISSUE ENGINEERING PART C-METHODS,0.0,1.0,0.0
1478-6354,ARTHRITIS RESEARCH & THERAPY,0.0,1.0,0.0
0736-0266,JOURNAL OF ORTHOPAEDIC RESEARCH,0.0,4.0,0.0
0006-355X,BIORHEOLOGY,0.0,2.0,0.0
0366-6999,CHINESE MEDICAL JOURNAL,0.0,4.0,0.0
0945-053X,MATRIX BIOLOGY,0.0,1.0,0.0
1475-925X,BIOMEDICAL ENGINEERING ONLINE,0.0,7.0,0.0
0018-9294,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,0.0,15.0,0.0
1533-0346,TECHNOLOGY IN CANCER RESEARCH & TREATMENT,0.0,3.0,0.0
0031-9155,PHYSICS IN MEDICINE AND BIOLOGY,0.0,27.0,0.0
1063-651X,PHYSICAL REVIEW E,0.0,11.0,0.0
0007-0920,BRITISH JOURNAL OF CANCER,0.0,27.0,0.0
0003-6951,APPLIED PHYSICS LETTERS,0.0,2.0,0.0
0006-3002,BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS,0.0,24.0,0.0
1567-5394,BIOELECTROCHEMISTRY,0.0,1.0,0.0
0302-4598,BIOELECTROCHEMISTRY AND BIOENERGETICS,0.0,1.0,0.0
Gastrointestinal Intervention,Gastrointestinal Intervention,0.0,1.0,0.0
Bioengineering,Bioengineering,0.0,1.0,0.0
0092-8674,CELL,0.0,104.0,0.0
0006-3495,BIOPHYSICAL JOURNAL,0.0,108.0,0.0
0306-7734,INTERNATIONAL STATISTICAL REVIEW,0.0,1.0,0.0
0036-8075,SCIENCE,0.0,266.0,0.0
0968-0004,TRENDS IN BIOCHEMICAL SCIENCES,0.0,17.0,0.0
1545-9985,NATURE STRUCTURAL & MOLECULAR BIOLOGY,0.0,2.0,0.0
1742-5689,JOURNAL OF THE ROYAL SOCIETY INTERFACE,0.0,34.0,0.0
1949-2553,ONCOTARGET,0.0,3.0,0.0
1474-175X,NATURE REVIEWS CANCER,0.0,40.0,0.0
0021-9738,JOURNAL OF CLINICAL INVESTIGATION,0.0,45.0,0.0
0950-9232,ONCOGENE,0.0,22.0,0.0
1544-9173,PLOS BIOLOGY,0.0,15.0,0.0
1939-5094,WILEY INTERDISCIPLINARY REVIEWS-SYSTEMS BIOLOGY AND MEDICINE,0.0,11.0,0.0
0040-1706,TECHNOMETRICS,0.0,2.0,0.0
1471-0072,NATURE REVIEWS MOLECULAR CELL BIOLOGY,0.0,27.0,0.0
0008-5472,CANCER RESEARCH,0.0,109.0,0.0
0898-6568,CELLULAR SIGNALLING,0.0,7.0,0.0
Front Physiol.,Front Physiol.,0.0,1.0,0.0
PLoS One.,PLoS One.,0.0,1.0,0.0
0899-1987,MOLECULAR CARCINOGENESIS,0.0,4.0,0.0
1461-023X,ECOLOGY LETTERS,0.0,12.0,0.0
2045-7758,ECOLOGY AND EVOLUTION,0.0,1.0,0.0
1080-6040,EMERGING INFECTIOUS DISEASES,0.0,23.0,0.0
0167-8655,PATTERN RECOGNITION LETTERS,0.0,3.0,0.0
0022-3654,JOURNAL OF PHYSICAL CHEMISTRY,0.0,6.0,0.0
1469-221X,EMBO REPORTS,0.0,8.0,0.0
0167-2789,PHYSICA D,0.0,9.0,0.0
0962-8452,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0.0,36.0,0.0
0090-0036,AMERICAN JOURNAL OF PUBLIC HEALTH,0.0,4.0,0.0
0938-8974,JOURNAL OF NONLINEAR SCIENCE,0.0,1.0,0.0
1386-5056,INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,0.0,2.0,0.0
0739-0572,JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY,0.0,1.0,0.0
1549-1676,PLOS MEDICINE,0.0,9.0,0.0
J Off Stat,J Off Stat,0.0,1.0,0.0
"R package, version 1.7","R package, version 1.7",0.0,1.0,0.0
Ocean Dyn.,Ocean Dyn.,0.0,1.0,0.0
1874-1738,THEORETICAL ECOLOGY,0.0,2.0,0.0
1543-592X,"ANNUAL REVIEW OF ECOLOGY, EVOLUTION, AND SYSTEMATICS, VOL 46",0.0,1.0,0.0
2041-1723,NATURE COMMUNICATIONS,0.0,4.0,0.0
1434-6028,EUROPEAN PHYSICAL JOURNAL B,0.0,1.0,0.0
0003-0007,BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,0.0,1.0,0.0
2190-4979,EARTH SYSTEM DYNAMICS,0.0,1.0,0.0
R package version 0.2.0,R package version 0.2.0,0.0,1.0,0.0
PLoS ONE,PLoS ONE,0.0,10.0,0.0
0031-6997,PHARMACOLOGICAL REVIEWS,0.0,8.0,0.0
1040-8444,CRITICAL REVIEWS IN TOXICOLOGY,0.0,4.0,0.0
0732-8893,DIAGNOSTIC MICROBIOLOGY AND INFECTIOUS DISEASE,0.0,1.0,0.0
0065-2571,ADVANCES IN ENZYME REGULATION,0.0,1.0,0.0
1744-4292,MOLECULAR SYSTEMS BIOLOGY,0.0,9.0,0.0
0096-719X,WEEDS,0.0,1.0,0.0
0003-3022,ANESTHESIOLOGY,0.0,16.0,0.0
0193-1849,AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM,0.0,25.0,0.0
0767-3981,FUNDAMENTAL & CLINICAL PHARMACOLOGY,0.0,5.0,0.0
0091-6765,ENVIRONMENTAL HEALTH PERSPECTIVES,0.0,17.0,0.0
0730-7268,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,0.0,1.0,0.0
