ISSN,TITLE,CITED_OUT,CITED_IN,TOT_ART
1553-734X,PLoS Computational Biology,0,0,0
1367-4803,BIOINFORMATICS,0,22,0
1752-0509,BMC Systems Biology,0,0,0
1471-2105,BMC BIOINFORMATICS,0,16,0
0303-6812,JOURNAL OF MATHEMATICAL BIOLOGY,0,1,0
1748-7188,Algorithms for Molecular Biology,0,0,0
1465-4644,BIOSTATISTICS,0,70,0
1176-9343,Evolutionary Bioinformatics,0,0,0
1662-5188,Frontiers in Computational Neuroscience,0,0,0
0022-5193,JOURNAL OF THEORETICAL BIOLOGY,0,5,0
0277-6715,STATISTICS IN MEDICINE,0,397,0
0929-5313,JOURNAL OF COMPUTATIONAL NEUROSCIENCE,0,0,0
1093-3263,JOURNAL OF MOLECULAR GRAPHICS & MODELLING,0,0,0
0092-8240,BULLETIN OF MATHEMATICAL BIOLOGY,0,1,0
0006-3444,BIOMETRIKA,0,250,0
0140-0118,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,0,0,0
0962-2802,STATISTICAL METHODS IN MEDICAL RESEARCH,0,36,0
0006-341X,BIOMETRICS,0,361,0
1751-8849,IET Systems Biology,0,0,0
1089-7771,IEEE TRANSACTIONS ON INFORMATION TECHNOLOGY IN BIOMEDICINE,0,0,0
1793-5245,International Journal of Biomathematics,0,0,0
1742-4682,Theoretical Biology and Medical Modelling,0,0,0
1066-5277,JOURNAL OF COMPUTATIONAL BIOLOGY,0,1,0
0025-5564,MATHEMATICAL BIOSCIENCES,0,4,0
1062-936X,SAR AND QSAR IN ENVIRONMENTAL RESEARCH,0,0,0
0323-3847,BIOMETRICAL JOURNAL,0,35,0
1477-8599,MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,0,0,0
0010-4825,COMPUTERS IN BIOLOGY AND MEDICINE,0,0,0
1574-8936,Current Bioinformatics,0,0,0
1748-670X,Computational and Mathematical Methods in Medicine,0,0,0
1085-7117,JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,0,1,0
0973-5348,Mathematical Modelling of Natural Phenomena,0,0,0
1748-5673,International Journal of Data Mining and Bioinformatics,0,0,0
1938-7989,Statistics and Its Interface,0,3,0
0218-3390,JOURNAL OF BIOLOGICAL SYSTEMS,0,0,0
2040-7939,International Journal for Numerical Methods in Biomedical Engineering,0,0,0
1868-1743,Molecular Informatics,0,0,0
1467-5463,BRIEFINGS IN BIOINFORMATICS,0,3,0
1758-0463,Database-The Journal of Biological Databases and Curation,0,0,0
0303-2647,BIOSYSTEMS,0,0,0
0001-5342,ACTA BIOTHEORETICA,0,0,0
2194-573X,International Journal of Biostatistics,5499,27,237
1547-1063,Mathematical Biosciences and Engineering,0,1,0
1431-7613,THEORY IN BIOSCIENCES,0,0,0
1946-6315,Statistics in Biopharmaceutical Research,0,5,0
0385-4035,Hokkaido Mathematical Journal,0,0,0
1759-0876,Wiley Interdisciplinary Reviews-Computational Molecular Science,0,0,0
2156-7018,Journal of Medical Imaging and Health Informatics,0,0,0
1756-0381,BioData Mining,0,0,0
2194-6302,Statistical Applications in Genetics and Molecular Biology,0,0,0
0219-7200,Journal of Bioinformatics and Computational Biology,0,0,0
1913-2751,Interdisciplinary Sciences-Computational Life Sciences,0,0,0
2168-2194,IEEE Journal of Biomedical and Health Informatics,0,0,0
1759-2879,Research Synthesis Methods,0,0,0
1662-5196,Frontiers in Neuroinformatics,0,0,0
2041-1480,Journal of Biomedical Semantics,0,0,0
1751-3758,Journal of Biological Dynamics,0,0,0
1687-5265,Computational Intelligence and Neuroscience,0,0,0
0741-0395,GENETIC EPIDEMIOLOGY,0,9,0
0090-5364,ANNALS OF STATISTICS,0,161,0
0047-259X,JOURNAL OF MULTIVARIATE ANALYSIS,0,17,0
0094-9655,JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,0,16,0
0035-9254,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS,0,28,0
1091-9856,INFORMS JOURNAL ON COMPUTING,0,1,0
1369-7412,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,0,117,0
0016-6731,GENETICS,0,9,0
0021-8812,JOURNAL OF ANIMAL SCIENCE,0,1,0
1548-7660,JOURNAL OF STATISTICAL SOFTWARE,0,15,0
0162-1459,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,0,398,0
0003-4851,ANNALS OF MATHEMATICAL STATISTICS,0,22,0
2160-1836,G3-GENES GENOMES GENETICS,0,1,0
0303-6898,SCANDINAVIAN JOURNAL OF STATISTICS,0,38,0
1863-8171,ASTA-ADVANCES IN STATISTICAL ANALYSIS,0,2,0
0021-8790,JOURNAL OF ANIMAL ECOLOGY,0,3,0
J Agric Biol Environ Stat,J Agric Biol Environ Stat,0,1,0
Technical Report,Technical Report,0,6,0
Mathematical Problems in Engineering,Mathematical Problems in Engineering,0,1,0
0012-9658,ECOLOGY,0,5,0
2041-210X,METHODS IN ECOLOGY AND EVOLUTION,0,1,0
R package version 1.0.0,R package version 1.0.0,0,1,0
0040-1706,TECHNOMETRICS,0,21,0
0361-0926,COMMUNICATIONS IN STATISTICS-THEORY AND METHODS,0,24,0
0943-4062,COMPUTATIONAL STATISTICS,0,5,0
1471-2288,BMC MEDICAL RESEARCH METHODOLOGY,0,8,0
0179-9541,PLANT BREEDING,0,1,0
0361-0918,COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,0,5,0
0266-4763,JOURNAL OF APPLIED STATISTICS,0,6,0
0931-2250,JOURNAL OF AGRONOMY AND CROP SCIENCE,0,1,0
0003-1305,AMERICAN STATISTICIAN,0,27,0
J. Statist. Theor. Applic.,J. Statist. Theor. Applic.,0,1,0
Report No.: 2010/10,Report No.: 2010/10,0,1,0
JOURNAL OF THE ROYAL STATISTICAL SOCIETY,JOURNAL OF THE ROYAL STATISTICAL SOCIETY,0,1,0
0378-3758,JOURNAL OF STATISTICAL PLANNING AND INFERENCE,0,61,0
1942-4787,WILEY INTERDISCIPLINARY REVIEWS-DATA MINING AND KNOWLEDGE DISCOVERY,0,1,0
0885-6125,MACHINE LEARNING,0,24,0
0888-7543,GENOMICS,0,2,0
0960-3174,STATISTICS AND COMPUTING,0,19,0
1061-8600,JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS,0,28,0
0002-9297,AMERICAN JOURNAL OF HUMAN GENETICS,0,15,0
0001-5652,HUMAN HEREDITY,0,7,0
0716-9760,BIOLOGICAL RESEARCH,0,1,0
2045-2322,SCIENTIFIC REPORTS,0,1,0
1059-7794,HUMAN MUTATION,0,1,0
0147-006X(print),"ANNUAL REVIEW OF NEUROSCIENCE, VOL 34",0,1,0
0925-2312,NEUROCOMPUTING,0,1,0
0896-6273,NEURON,0,1,0
0147-006X,ANNUAL REVIEW OF NEUROSCIENCE,0,1,0
0305-1048,NUCLEIC ACIDS RESEARCH,0,3,0
0003-9942,ARCHIVES OF NEUROLOGY,0,2,0
Int J Alzheimers Dis,Int J Alzheimers Dis,0,1,0
R package version,R package version,0,1,0
1471-2164,BMC GENOMICS,0,2,0
0959-437X,CURRENT OPINION IN GENETICS & DEVELOPMENT,0,1,0
1756-994X,GENOME MEDICINE,0,2,0
BMC Medical Genetics,BMC Medical Genetics,0,1,0
1532-4435,JOURNAL OF MACHINE LEARNING RESEARCH,0,17,0
0024-3795,LINEAR ALGEBRA AND ITS APPLICATIONS,0,1,0
1350-7265,BERNOULLI,0,7,0
1935-7524,ELECTRONIC JOURNAL OF STATISTICS,0,15,0
0178-8051,PROBABILITY THEORY AND RELATED FIELDS,0,3,0
1368-4221,ECONOMETRICS JOURNAL,0,1,0
0167-9473,COMPUTATIONAL STATISTICS & DATA ANALYSIS,0,47,0
Linear Algebra and its Applications,Linear Algebra and its Applications,0,1,0
cite arxiv:1704. 01445,cite arxiv:1704. 01445,0,1,0
arXiv preprint arXiv:1704.07223,arXiv preprint arXiv:1704.07223,0,1,0
0021-972X,JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,0,1,0
0300-8428,BASIC RESEARCH IN CARDIOLOGY,0,1,0
1544-6115,STATISTICAL APPLICATIONS IN GENETICS AND MOLECULAR BIOLOGY,0,17,0
1355-8382,RNA,0,1,0
1369-1473,AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS,0,9,0
Journal of Empirical Finance,Journal of Empirical Finance,0,1,0
arXiv preprint arXiv:1403.6195,arXiv preprint arXiv:1403.6195,0,1,0
Mathematical Statistics and Applications,Mathematical Statistics and Applications,0,1,0
0006-4971,BLOOD,0,7,0
1931-6690,BAYESIAN ANALYSIS,0,9,0
0004-3702,ARTIFICIAL INTELLIGENCE,0,3,0
0049-089X,SOCIAL SCIENCE RESEARCH,0,1,0
1044-3983,EPIDEMIOLOGY,0,141,0
0002-9262,AMERICAN JOURNAL OF EPIDEMIOLOGY,0,138,0
1525-822X,FIELD METHODS,0,1,0
0022-0000,JOURNAL OF COMPUTER AND SYSTEM SCIENCES,0,2,0
THESIS,THESIS,0,2,0
Open J Epidemiol,Open J Epidemiol,0,1,0
Open Journal of Epidemiology,Open Journal of Epidemiology,0,1,0
0003-1224,AMERICAN SOCIOLOGICAL REVIEW,0,2,0
0022-3514,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,0,6,0
0002-936X,AMERICAN JOURNAL OF NURSING,0,1,0
0033-3174,PSYCHOSOMATIC MEDICINE,0,1,0
1082-989X,PSYCHOLOGICAL METHODS,0,20,0
0883-4237,STATISTICAL SCIENCE,0,73,0
0193-841X,EVALUATION REVIEW,0,7,0
0162-3257,JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,0,1,0
0027-3171,MULTIVARIATE BEHAVIORAL RESEARCH,0,7,0
1055-9965,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,0,2,0
1389-4986,PREVENTION SCIENCE,0,3,0
0022-4499,JOURNAL OF SEX RESEARCH,0,1,0
1465-542X,BREAST CANCER RESEARCH,0,3,0
0031-4005,PEDIATRICS,0,7,0
Stat Med,Stat Med,0,9,0
Uncertainty Artif. Inztell.,Uncertainty Artif. Inztell.,0,9,0
Statistics Surveys,Statistics Surveys,0,7,0
1557-4679,INTERNATIONAL JOURNAL OF BIOSTATISTICS,0,65,0
0300-5771,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,0,43,0
Proceedings of the IEEE Conference on Data Science and Advanced Analytics,Proceedings of the IEEE Conference on Data Science and Advanced Analytics,0,1,0
The International Journal of Biostatistics,The International Journal of Biostatistics,0,54,0
Int J Biostat.,Int J Biostat.,0,2,0
J Causal Inf.,J Causal Inf.,0,1,0
The international journal of biostatistics,The international journal of biostatistics,0,7,0
TARGETED LEARNING: CAUSAL INFERENCE FOR OBSERVATIONAL AND EXPERIMENTAL DATA,TARGETED LEARNING: CAUSAL INFERENCE FOR OBSERVATIONAL AND EXPERIMENTAL DATA,0,23,0
Technical Report 130,Technical Report 130,0,3,0
Technical Report 300,Technical Report 300,0,2,0
Int J Biostat,Int J Biostat,0,46,0
J Stat Res,J Stat Res,0,1,0
Stat Appl Genet Mol Biol.,Stat Appl Genet Mol Biol.,0,5,0
1476-4598,MOLECULAR CANCER,0,1,0
0035-9246,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL,0,52,0
1932-6157,ANNALS OF APPLIED STATISTICS,0,13,0
0002-9513,AMERICAN JOURNAL OF PHYSIOLOGY,0,1,0
0319-5724,CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE,0,16,0
0039-2499,STROKE,0,3,0
1053-8119,NEUROIMAGE,0,17,0
0167-7152,STATISTICS & PROBABILITY LETTERS,0,21,0
1932-6203,PLOS ONE,0,16,0
Measurement error in nonlinear models,Measurement error in nonlinear models,0,1,0
R Foundation for Statistical Computing,R Foundation for Statistical Computing,0,1,0
Technical report,Technical report,0,16,0
Bayesian Statistics,Bayesian Statistics,0,1,0
Stat Sci,Stat Sci,0,4,0
Bayesian Anal,Bayesian Anal,0,1,0
0959-4965,NEUROREPORT,0,1,0
1017-0405,STATISTICA SINICA,0,48,0
1050-5164,ANNALS OF APPLIED PROBABILITY,0,5,0
0340-5354,JOURNAL OF NEUROLOGY,0,1,0
1532-0464,JOURNAL OF BIOMEDICAL INFORMATICS,0,1,0
Ann Stat,Ann Stat,0,3,0
CANCER INFORMATICS,CANCER INFORMATICS,0,1,0
0006-3223,BIOLOGICAL PSYCHIATRY,0,3,0
1552-5260,ALZHEIMERS & DEMENTIA,0,1,0
0022-3050,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,0,2,0
0098-7484,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,0,30,0
0893-0341,ALZHEIMER DISEASE & ASSOCIATED DISORDERS,0,3,0
International psychogeriatrics,International psychogeriatrics,0,1,0
Neurology,Neurology,0,1,0
0092-8674,CELL,0,1,0
1078-8956,NATURE MEDICINE,0,3,0
0027-8424,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,0,19,0
1743-4254,NATURE CLINICAL PRACTICE ONCOLOGY,0,1,0
1474-7596,GENOME BIOLOGY,0,1,0
0923-7534,ANNALS OF ONCOLOGY,0,3,0
1525-1578,JOURNAL OF MOLECULAR DIAGNOSTICS,0,1,0
J. Comput. Graph. Stat.,J. Comput. Graph. Stat.,0,1,0
0008-5472,CANCER RESEARCH,0,4,0
American Journal of Mathematics,American Journal of Mathematics,0,1,0
J. R. Stat. Soc. B,J. R. Stat. Soc. B,0,1,0
Philosophical Transactions,Philosophical Transactions,0,1,0
R News,R News,0,8,0
Methods in Microarray Data Analysis,Methods in Microarray Data Analysis,0,1,0
Journal of Statistical Software,Journal of Statistical Software,0,6,0
0091-1798,ANNALS OF PROBABILITY,0,3,0
1549-1277,PLOS MEDICINE,0,2,0
0036-8075,SCIENCE,0,11,0
SKANDINAVISK AKTUARIETIDSKRIFT,SKANDINAVISK AKTUARIETIDSKRIFT,0,1,0
Harvard Business Review,Harvard Business Review,0,1,0
N. Y. Times,N. Y. Times,0,1,0
0964-1998,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,0,15,0
0020-3157,ANNALS OF THE INSTITUTE OF STATISTICAL MATHEMATICS,0,9,0
1380-7870,LIFETIME DATA ANALYSIS,0,15,0
1078-0432,CLINICAL CANCER RESEARCH,0,3,0
Evol Bioinf,Evol Bioinf,0,1,0
1210-3195,PROBASTAT '11: PROCEEDINGS OF THE SIXTH INTERNATIONAL CONFERENCE ON PROBABILITY AND STATISTICS: DEDICATED TO PROFESSOR LUBOMIR KUBACEK IN RECOGNITION OF HIS EIGHTIETH BIRTHDAY,0,1,0
0018-9286,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,0,3,0
0959-8146,BRITISH MEDICAL JOURNAL,0,2,0
1536-867X,STATA JOURNAL,0,3,0
0021-9681,JOURNAL OF CHRONIC DISEASES,0,6,0
0022-1910,JOURNAL OF INSECT PHYSIOLOGY,0,1,0
0397-7153,BIOLOGY OF BEHAVIOUR,0,1,0
0892-7553,JOURNAL OF INSECT BEHAVIOR,0,2,0
0962-8452,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0,2,0
0340-5443,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,0,1,0
Preprint,Preprint,0,1,0
Probab. Surv.,Probab. Surv.,0,1,0
Annales de l'Institut Henri Poincare,Annales de l'Institut Henri Poincare,0,1,0
Behav Ecol Sociobiol,Behav Ecol Sociobiol,0,1,0
Journal of Chemical Ecology,Journal of Chemical Ecology,0,1,0
