ISSN,TITLE,CITED_OUT,CITED_IN,TOT_ART
1553-734X,PLoS Computational Biology,0.0,1634.0,0.0
1367-4803,BIOINFORMATICS,132071.0,14669.0,5840.0
1752-0509,BMC Systems Biology,0.0,572.0,0.0
1471-2105,BMC BIOINFORMATICS,0.0,4553.0,0.0
0303-6812,JOURNAL OF MATHEMATICAL BIOLOGY,0.0,56.0,0.0
1748-7188,Algorithms for Molecular Biology,0.0,207.0,0.0
1465-4644,BIOSTATISTICS,0.0,378.0,0.0
1176-9343,Evolutionary Bioinformatics,0.0,24.0,0.0
1662-5188,Frontiers in Computational Neuroscience,0.0,2.0,0.0
0022-5193,JOURNAL OF THEORETICAL BIOLOGY,0.0,407.0,0.0
0277-6715,STATISTICS IN MEDICINE,0.0,143.0,0.0
0929-5313,JOURNAL OF COMPUTATIONAL NEUROSCIENCE,0.0,4.0,0.0
1093-3263,JOURNAL OF MOLECULAR GRAPHICS & MODELLING,0.0,61.0,0.0
0092-8240,BULLETIN OF MATHEMATICAL BIOLOGY,0.0,64.0,0.0
0006-3444,BIOMETRIKA,0.0,223.0,0.0
0140-0118,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,0.0,4.0,0.0
0962-2802,STATISTICAL METHODS IN MEDICAL RESEARCH,0.0,19.0,0.0
0006-341X,BIOMETRICS,0.0,311.0,0.0
1751-8849,IET Systems Biology,0.0,57.0,0.0
1089-7771,IEEE TRANSACTIONS ON INFORMATION TECHNOLOGY IN BIOMEDICINE,0.0,20.0,0.0
1793-5245,International Journal of Biomathematics,0.0,0.0,0.0
1742-4682,Theoretical Biology and Medical Modelling,0.0,18.0,0.0
1066-5277,JOURNAL OF COMPUTATIONAL BIOLOGY,0.0,942.0,0.0
0025-5564,MATHEMATICAL BIOSCIENCES,0.0,72.0,0.0
1062-936X,SAR AND QSAR IN ENVIRONMENTAL RESEARCH,0.0,15.0,0.0
0323-3847,BIOMETRICAL JOURNAL,0.0,29.0,0.0
1477-8599,MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,0.0,0.0,0.0
0010-4825,COMPUTERS IN BIOLOGY AND MEDICINE,0.0,23.0,0.0
1574-8936,Current Bioinformatics,0.0,35.0,0.0
1748-670X,Computational and Mathematical Methods in Medicine,0.0,5.0,0.0
1085-7117,JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,0.0,8.0,0.0
0973-5348,Mathematical Modelling of Natural Phenomena,0.0,6.0,0.0
1748-5673,International Journal of Data Mining and Bioinformatics,0.0,9.0,0.0
1938-7989,Statistics and Its Interface,0.0,17.0,0.0
0218-3390,JOURNAL OF BIOLOGICAL SYSTEMS,0.0,7.0,0.0
2040-7939,International Journal for Numerical Methods in Biomedical Engineering,0.0,2.0,0.0
1868-1743,Molecular Informatics,0.0,32.0,0.0
1467-5463,BRIEFINGS IN BIOINFORMATICS,0.0,658.0,0.0
1758-0463,Database-The Journal of Biological Databases and Curation,0.0,106.0,0.0
0303-2647,BIOSYSTEMS,0.0,100.0,0.0
0001-5342,ACTA BIOTHEORETICA,0.0,5.0,0.0
2194-573X,International Journal of Biostatistics,0.0,0.0,0.0
1547-1063,Mathematical Biosciences and Engineering,0.0,1.0,0.0
1431-7613,THEORY IN BIOSCIENCES,0.0,12.0,0.0
1946-6315,Statistics in Biopharmaceutical Research,0.0,1.0,0.0
0385-4035,Hokkaido Mathematical Journal,0.0,0.0,0.0
1759-0876,Wiley Interdisciplinary Reviews-Computational Molecular Science,0.0,15.0,0.0
2156-7018,Journal of Medical Imaging and Health Informatics,0.0,1.0,0.0
1756-0381,BioData Mining,0.0,43.0,0.0
2194-6302,Statistical Applications in Genetics and Molecular Biology,0.0,46.0,0.0
0219-7200,Journal of Bioinformatics and Computational Biology,0.0,35.0,0.0
1913-2751,Interdisciplinary Sciences-Computational Life Sciences,0.0,3.0,0.0
2168-2194,IEEE Journal of Biomedical and Health Informatics,0.0,5.0,0.0
1759-2879,Research Synthesis Methods,0.0,0.0,0.0
1662-5196,Frontiers in Neuroinformatics,0.0,6.0,0.0
2041-1480,Journal of Biomedical Semantics,0.0,23.0,0.0
1751-3758,Journal of Biological Dynamics,0.0,1.0,0.0
1687-5265,Computational Intelligence and Neuroscience,0.0,1.0,0.0
0741-0395,GENETIC EPIDEMIOLOGY,0.0,374.0,0.0
1061-4036,NATURE GENETICS,0.0,2518.0,0.0
0931-041X,PEDIATRIC NEPHROLOGY,0.0,1.0,0.0
0002-9297,AMERICAN JOURNAL OF HUMAN GENETICS,0.0,1252.0,0.0
1058-0468,JOURNAL OF ASSISTED REPRODUCTION AND GENETICS,0.0,1.0,0.0
International Journal of Computer Games Technology,International Journal of Computer Games Technology,0.0,1.0,0.0
Nature,Nature,0.0,122.0,0.0
0160-6689,JOURNAL OF CLINICAL PSYCHIATRY,0.0,3.0,0.0
0028-0836,NATURE,0.0,4839.0,0.0
0022-3042,JOURNAL OF NEUROCHEMISTRY,0.0,22.0,0.0
1359-4184,MOLECULAR PSYCHIATRY,0.0,46.0,0.0
1615-3375,FOUNDATIONS OF COMPUTATIONAL MATHEMATICS,0.0,5.0,0.0
1553-7390,PLOS GENETICS,0.0,607.0,0.0
0706-7437,CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE,0.0,2.0,0.0
0090-5364,ANNALS OF STATISTICS,0.0,357.0,0.0
0169-2070,INTERNATIONAL JOURNAL OF FORECASTING,0.0,1.0,0.0
0929-8673,CURRENT MEDICINAL CHEMISTRY,0.0,25.0,0.0
0953-816X,EUROPEAN JOURNAL OF NEUROSCIENCE,0.0,7.0,0.0
0077-8923 (ISSN print),NEUROPROTECTIVE AGENTS,0.0,4.0,0.0
0197-4580,NEUROBIOLOGY OF AGING,0.0,19.0,0.0
1935-7524,ELECTRONIC JOURNAL OF STATISTICS,0.0,13.0,0.0
0967-5868,JOURNAL OF CLINICAL NEUROSCIENCE,0.0,1.0,0.0
0016-6731,GENETICS,0.0,594.0,0.0
0022-3166,JOURNAL OF NUTRITION,0.0,11.0,0.0
"Testing, and Prediction","Testing, and Prediction",0.0,8.0,0.0
0143-4004,PLACENTA,0.0,4.0,0.0
0006-3223,BIOLOGICAL PSYCHIATRY,0.0,14.0,0.0
1553-7404,PLOS GENETICS,0.0,327.0,0.0
0340-6717,HUMAN GENETICS,0.0,89.0,0.0
0890-8567,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,0.0,4.0,0.0
0091-3057,PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,0.0,2.0,0.0
0140-6736,LANCET,0.0,74.0,0.0
1471-0056,NATURE REVIEWS GENETICS,0.0,1314.0,0.0
0300-9564,JOURNAL OF NEURAL TRANSMISSION,0.0,7.0,0.0
1532-4435,JOURNAL OF MACHINE LEARNING RESEARCH,0.0,401.0,0.0
0305-1048,NUCLEIC ACIDS RESEARCH,0.0,10127.0,0.0
0022-1767,JOURNAL OF IMMUNOLOGY,0.0,126.0,0.0
1664-8021,FRONTIERS IN GENETICS,0.0,27.0,0.0
1548-7091,NATURE METHODS,0.0,2090.0,0.0
0360-0300,ACM COMPUTING SURVEYS,0.0,31.0,0.0
1932-6157,ANNALS OF APPLIED STATISTICS,0.0,212.0,0.0
0162-1459,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,0.0,476.0,0.0
1548-7660,JOURNAL OF STATISTICAL SOFTWARE,0.0,141.0,0.0
1061-8600,JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS,0.0,73.0,0.0
0040-1706,TECHNOMETRICS,0.0,70.0,0.0
0883-4237,STATISTICAL SCIENCE,0.0,82.0,0.0
0004-3591,ARTHRITIS AND RHEUMATISM,0.0,14.0,0.0
1478-6354,ARTHRITIS RESEARCH & THERAPY,0.0,12.0,0.0
0035-9246,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL,0.0,447.0,0.0
1369-7412,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,0.0,350.0,0.0
0022-3239,JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,0.0,6.0,0.0
0027-8424,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,0.0,4476.0,0.0
arXiv:1010.3320,arXiv:1010.3320,0.0,1.0,0.0
arXiv preprint arXiv: 1001. 0736,arXiv preprint arXiv: 1001. 0736,0.0,3.0,0.0
arXiv preprint arXiv: 1203.1828.,arXiv preprint arXiv: 1203.1828.,0.0,1.0,0.0
0036-8075,SCIENCE,0.0,3051.0,0.0
1088-9051,GENOME RESEARCH,0.0,3823.0,0.0
0885-6125,MACHINE LEARNING,0.0,331.0,0.0
1465-6906,GENOME BIOLOGY,0.0,485.0,0.0
1474-760X,GENOME BIOLOGY,0.0,1632.0,0.0
1754-2189,NATURE PROTOCOLS,0.0,449.0,0.0
0001-5652,HUMAN HEREDITY,0.0,105.0,0.0
R News,R News,0.0,23.0,0.0
0006-2960,BIOCHEMISTRY,0.0,330.0,0.0
2041-1723,NATURE COMMUNICATIONS,0.0,208.0,0.0
0302-9743(print),"RESEARCH IN COMPUTATIONAL MOLECULAR BIOLOGY, PROCEEDINGS",0.0,223.0,0.0
0097-8485,COMPUTERS & CHEMISTRY,0.0,45.0,0.0
0022-2836,JOURNAL OF MOLECULAR BIOLOGY,0.0,2364.0,0.0
2045-2322,SCIENTIFIC REPORTS,0.0,236.0,0.0
0006-3495,BIOPHYSICAL JOURNAL,0.0,361.0,0.0
1055-7903,MOLECULAR PHYLOGENETICS AND EVOLUTION,0.0,34.0,0.0
1932-6203,PLOS ONE,0.0,2531.0,0.0
Nucleic Acids Res.,Nucleic Acids Res.,0.0,211.0,0.0
Nucleic acids research,Nucleic acids research,0.0,22.0,0.0
Bioinformatics,Bioinformatics,0.0,434.0,0.0
Advances in Large Margin Classifiers,Advances in Large Margin Classifiers,0.0,3.0,0.0
Current Protocols in Bioinformatics,Current Protocols in Bioinformatics,0.0,7.0,0.0
0887-3585,PROTEINS-STRUCTURE FUNCTION AND BIOINFORMATICS,0.0,1889.0,0.0
BMC Bioinf.,BMC Bioinf.,0.0,10.0,0.0
1087-0156,NATURE BIOTECHNOLOGY,0.0,2035.0,0.0
1615-9853,PROTEOMICS,0.0,307.0,0.0
0021-9533,JOURNAL OF CELL SCIENCE,0.0,74.0,0.0
1535-9476,MOLECULAR & CELLULAR PROTEOMICS,0.0,335.0,0.0
0893-6080,NEURAL NETWORKS,0.0,37.0,0.0
0968-0004,TRENDS IN BIOCHEMICAL SCIENCES,0.0,202.0,0.0
0271-4302,2010 IEEE INTERNATIONAL SYMPOSIUM ON CIRCUITS AND SYSTEMS,0.0,1.0,0.0
1742-206X,MOLECULAR BIOSYSTEMS,0.0,218.0,0.0
0961-8368,PROTEIN SCIENCE,0.0,602.0,0.0
0939-4451,AMINO ACIDS,0.0,40.0,0.0
1939-5094,WILEY INTERDISCIPLINARY REVIEWS-SYSTEMS BIOLOGY AND MEDICINE,0.0,31.0,0.0
1520-6149,"2013 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS, SPEECH AND SIGNAL PROCESSING (ICASSP)",0.0,12.0,0.0
0092-8674,CELL,0.0,1793.0,0.0
arXiv: 1409. 0473,arXiv: 1409. 0473,0.0,2.0,0.0
arXiv preprint arXiv:1705.03122,arXiv preprint arXiv:1705.03122,0.0,1.0,0.0
Curr. Protoc. Protein Sci.,Curr. Protoc. Protein Sci.,0.0,3.0,0.0
NIPS,NIPS,0.0,12.0,0.0
1741-0126,PROTEIN ENGINEERING DESIGN & SELECTION,0.0,80.0,0.0
1664-462X,FRONTIERS IN PLANT SCIENCE,0.0,14.0,0.0
0176-4276,CONSTRUCTIVE APPROXIMATION,0.0,2.0,0.0
0302-9743,"COMPUTER VISION - ECCV 2014, PT I",0.0,643.0,0.0
IEEE Transactions on NanoBioscience,IEEE Transactions on NanoBioscience,0.0,1.0,0.0
arXiv preprint arXiv: 1506. 06579,arXiv preprint arXiv: 1506. 06579,0.0,1.0,0.0
Advances in Neural Information Processing Systems,Advances in Neural Information Processing Systems,0.0,25.0,0.0
1560-7917,EUROSURVEILLANCE,0.0,2.0,0.0
0095-1137,JOURNAL OF CLINICAL MICROBIOLOGY,0.0,39.0,0.0
0888-7543,GENOMICS,0.0,201.0,0.0
1025-496X,EUROSURVEILLANCE,0.0,1.0,0.0
J. Antimicrob. Chemother,J. Antimicrob. Chemother,0.0,2.0,0.0
0004-3702,ARTIFICIAL INTELLIGENCE,0.0,26.0,0.0
0168-9525,TRENDS IN GENETICS,0.0,290.0,0.0
0737-4038,MOLECULAR BIOLOGY AND EVOLUTION,0.0,666.0,0.0
2314-6133,BIOMED RESEARCH INTERNATIONAL,0.0,42.0,0.0
1755-098X,MOLECULAR ECOLOGY RESOURCES,0.0,40.0,0.0
Proc. VLDB Conf.,Proc. VLDB Conf.,0.0,1.0,0.0
J. Hered,J. Hered,0.0,1.0,0.0
0266-7061,COMPUTER APPLICATIONS IN THE BIOSCIENCES,0.0,124.0,0.0
distributions,distributions,0.0,1.0,0.0
Stat. Appl. Genet. Mol. Biol.,Stat. Appl. Genet. Mol. Biol.,0.0,77.0,0.0
Algorithms Mol. Biol.,Algorithms Mol. Biol.,0.0,9.0,0.0
0022-538X,JOURNAL OF VIROLOGY,0.0,188.0,0.0
0022-1759,JOURNAL OF IMMUNOLOGICAL METHODS,0.0,35.0,0.0
0962-8436,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0.0,70.0,0.0
1544-9173,PLOS BIOLOGY,0.0,260.0,0.0
1529-2908,NATURE IMMUNOLOGY,0.0,66.0,0.0
0022-1007,JOURNAL OF EXPERIMENTAL MEDICINE,0.0,33.0,0.0
0039-7989,SYSTEMATIC ZOOLOGY,0.0,40.0,0.0
0006-4971,BLOOD,0.0,253.0,0.0
1471-2172,BMC IMMUNOLOGY,0.0,11.0,0.0
2211-1247,CELL REPORTS,0.0,84.0,0.0
1756-994X,GENOME MEDICINE,0.0,119.0,0.0
1471-4906,TRENDS IN IMMUNOLOGY,0.0,18.0,0.0
1931-3128,CELL HOST & MICROBE,0.0,35.0,0.0
2375-2548,SCIENCE ADVANCES,0.0,3.0,0.0
Cladistics,Cladistics,0.0,15.0,0.0
1664-3224,FRONTIERS IN IMMUNOLOGY,0.0,22.0,0.0
1474-1733,NATURE REVIEWS IMMUNOLOGY,0.0,51.0,0.0
2041-210X,METHODS IN ECOLOGY AND EVOLUTION,0.0,24.0,0.0
0014-2980,EUROPEAN JOURNAL OF IMMUNOLOGY,0.0,22.0,0.0
0818-9641,IMMUNOLOGY AND CELL BIOLOGY,0.0,14.0,0.0
1744-4292,MOLECULAR SYSTEMS BIOLOGY,0.0,670.0,0.0
1946-6234,SCIENCE TRANSLATIONAL MEDICINE,0.0,70.0,0.0
2073-4859,R JOURNAL,0.0,15.0,0.0
1074-7613,IMMUNITY,0.0,46.0,0.0
Mol. Biol. Evol,Mol. Biol. Evol,0.0,3.0,0.0
0039-2499,STROKE,0.0,5.0,0.0
0999-193X,GENETICS SELECTION EVOLUTION,0.0,11.0,0.0
0964-6906,HUMAN MOLECULAR GENETICS,0.0,269.0,0.0
2159-8274,CANCER DISCOVERY,0.0,30.0,0.0
0390-6078,HAEMATOLOGICA-THE HEMATOLOGY JOURNAL,0.0,12.0,0.0
2168-6149,JAMA NEUROLOGY,0.0,3.0,0.0
2326-5191,ARTHRITIS & RHEUMATOLOGY,0.0,5.0,0.0
0360-8352,COMPUTERS & INDUSTRIAL ENGINEERING,0.0,1.0,0.0
1559-128X,APPLIED OPTICS,0.0,2.0,0.0
0021-9193,JOURNAL OF BACTERIOLOGY,0.0,210.0,0.0
2161-5063,ACS SYNTHETIC BIOLOGY,0.0,19.0,0.0
