,SOURCE_A,SOURCE_J,TARGET_A,TARGET_J,YEAR
1,WOS:000417239100005,2194-573X,WOS:A1973O944900011,0090-5364,1973
2,WOS:000417239100005,2194-573X,WOS:A1991GK88600007,0047-259X,1991
3,WOS:000417239100005,2194-573X,WOS:000402084400003,0094-9655,2017
4,WOS:000417239100005,2194-573X,WOS:000386184600001,0035-9254,2016
5,WOS:000417239100005,2194-573X,WOS:000172642700005,1091-9856,2001
6,WOS:000417239100005,2194-573X,WOS:000187448400011,1369-7412,2004
7,WOS:000417239100005,2194-573X,WOS:000388502900035,0016-6731,2016
8,WOS:000417239100005,2194-573X,WOS:A1950XW83900006,0016-6731,1950
9,WOS:000417239100005,2194-573X,WOS:A1986D043100027,0021-8812,1986
10,WOS:000417239100005,2194-573X,WOS:000235180600001,1548-7660,2006
11,WOS:000417239100005,2194-573X,WOS:000077282200013,0162-1459,1998
12,WOS:000417239100005,2194-573X,WOS:A1950UM01500034,0003-4851,1950
13,WOS:000417239100005,2194-573X,WOS:000322822300007,2160-1836,2013
14,WOS:000417239100005,2194-573X,WOS:000188991900007,0303-6898,2004
15,WOS:000417239100005,2194-573X,WOS:000368700000003,1863-8171,2016
16,WOS:000417239100005,2194-573X,WOS:A1986A734100002,0006-3444,1986
17,WOS:000417239100005,2194-573X,WOS:000379073200003,0741-0395,2016
18,WOS:000417239100005,2194-573X,WOS:000323340500001,0006-3444,2013
19,WOS:000417239100005,2194-573X,WOS:A1997WL26500017,0162-1459,1997
20,WOS:000417239100005,2194-573X,WOS:000270785600013,0021-8790,2009
21,WOS:000417239100005,2194-573X,FORA DA BASE,J Agric Biol Environ Stat,2017
22,WOS:000417239100005,2194-573X,FORA DA BASE,Technical Report,1997
23,WOS:000417239100005,2194-573X,FORA DA BASE,Mathematical Problems in Engineering,2014
24,WOS:000417239100005,2194-573X,WOS:000173538800022,0012-9658,2002
25,WOS:000417239100005,2194-573X,WOS:000264374200002,1369-7412,2009
26,WOS:000417239100005,2194-573X,WOS:A1987J105700033,0162-1459,1987
27,WOS:000417239100005,2194-573X,WOS:A1994QP05000025,0006-341X,1994
28,WOS:000417239100005,2194-573X,WOS:000309675100003,2041-210X,2012
29,WOS:000417239100005,2194-573X,FORA DA BASE,R package version 1.0.0,2014
30,WOS:000417239100004,2194-573X,WOS:000172125600013,0040-1706,2001
31,WOS:000417239100004,2194-573X,WOS:000260639000006,0361-0926,2009
32,WOS:000417239100004,2194-573X,WOS:000322290500016,0047-259X,2013
33,WOS:000417239100004,2194-573X,WOS:000235958400026,0162-1459,2006
34,WOS:000417239100004,2194-573X,WOS:000361612800013,0094-9655,2015
35,WOS:000417239100004,2194-573X,WOS:000178734700009,0040-1706,2002
36,WOS:000417239100004,2194-573X,WOS:000357464000013,0361-0926,2015
37,WOS:000417239100004,2194-573X,WOS:000331741200014,0943-4062,2014
38,WOS:000417239100004,2194-573X,WOS:000248477400001,1471-2288,2007
39,WOS:000417239100004,2194-573X,WOS:000261207800001,0179-9541,2008
40,WOS:000417239100004,2194-573X,WOS:000290040200004,0361-0918,2011
41,WOS:000417239100004,2194-573X,WOS:000265334000006,0266-4763,2009
42,WOS:000417239100004,2194-573X,WOS:A1968B628900002,0040-1706,1968
43,WOS:000417239100004,2194-573X,WOS:000185195600007,0931-2250,2003
44,WOS:000417239100004,2194-573X,WOS:A1996VX80400003,0006-341X,1996
45,WOS:000417239100004,2194-573X,WOS:000079567100012,0006-341X,1999
46,WOS:000417239100004,2194-573X,WOS:000230329500007,0277-6715,2005
47,WOS:000417239100004,2194-573X,WOS:A1989AD08700032,0162-1459,1989
48,WOS:000417239100004,2194-573X,WOS:A1996UN10900005,0003-1305,1996
49,WOS:000417239100004,2194-573X,WOS:000250013000041,0361-0926,2007
50,WOS:000417239100004,2194-573X,FORA DA BASE,J. Statist. Theor. Applic.,2008
51,WOS:000417239100004,2194-573X,FORA DA BASE,Report No.: 2010/10,2002
52,WOS:000417239100004,2194-573X,FORA DA BASE,JOURNAL OF THE ROYAL STATISTICAL SOCIETY,1932
53,WOS:000417239100004,2194-573X,WOS:A1993LT93200024,0162-1459,1993
54,WOS:000417239100004,2194-573X,WOS:000175149900004,0378-3758,2002
