ISSN,TITLE,CITED_OUT,CITED_IN,TOT_ART
1553-734X,PLoS Computational Biology,0,19,0
1367-4803,BIOINFORMATICS,0,561,0
1752-0509,BMC Systems Biology,0,7,0
1471-2105,BMC BIOINFORMATICS,0,162,0
0303-6812,JOURNAL OF MATHEMATICAL BIOLOGY,0,4,0
1748-7188,Algorithms for Molecular Biology,0,1,0
1465-4644,BIOSTATISTICS,0,133,0
1176-9343,Evolutionary Bioinformatics,0,2,0
1662-5188,Frontiers in Computational Neuroscience,0,0,0
0022-5193,JOURNAL OF THEORETICAL BIOLOGY,0,12,0
0277-6715,STATISTICS IN MEDICINE,0,207,0
0929-5313,JOURNAL OF COMPUTATIONAL NEUROSCIENCE,0,0,0
1093-3263,JOURNAL OF MOLECULAR GRAPHICS & MODELLING,0,0,0
0092-8240,BULLETIN OF MATHEMATICAL BIOLOGY,0,0,0
0006-3444,BIOMETRIKA,0,202,0
0140-0118,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,0,0,0
0962-2802,STATISTICAL METHODS IN MEDICAL RESEARCH,0,18,0
0006-341X,BIOMETRICS,0,329,0
1751-8849,IET Systems Biology,0,0,0
1089-7771,IEEE TRANSACTIONS ON INFORMATION TECHNOLOGY IN BIOMEDICINE,0,0,0
1793-5245,International Journal of Biomathematics,0,0,0
1742-4682,Theoretical Biology and Medical Modelling,0,0,0
1066-5277,JOURNAL OF COMPUTATIONAL BIOLOGY,0,20,0
0025-5564,MATHEMATICAL BIOSCIENCES,0,1,0
1062-936X,SAR AND QSAR IN ENVIRONMENTAL RESEARCH,0,0,0
0323-3847,BIOMETRICAL JOURNAL,0,12,0
1477-8599,MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,0,0,0
0010-4825,COMPUTERS IN BIOLOGY AND MEDICINE,0,0,0
1574-8936,Current Bioinformatics,0,0,0
1748-670X,Computational and Mathematical Methods in Medicine,0,0,0
1085-7117,JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,0,0,0
0973-5348,Mathematical Modelling of Natural Phenomena,0,0,0
1748-5673,International Journal of Data Mining and Bioinformatics,0,0,0
1938-7989,Statistics and Its Interface,0,7,0
0218-3390,JOURNAL OF BIOLOGICAL SYSTEMS,0,0,0
2040-7939,International Journal for Numerical Methods in Biomedical Engineering,0,0,0
1868-1743,Molecular Informatics,0,0,0
1467-5463,BRIEFINGS IN BIOINFORMATICS,0,19,0
1758-0463,Database-The Journal of Biological Databases and Curation,0,0,0
0303-2647,BIOSYSTEMS,0,0,0
0001-5342,ACTA BIOTHEORETICA,0,0,0
2194-573X,International Journal of Biostatistics,0,0,0
1547-1063,Mathematical Biosciences and Engineering,0,0,0
1431-7613,THEORY IN BIOSCIENCES,0,0,0
1946-6315,Statistics in Biopharmaceutical Research,0,0,0
0385-4035,Hokkaido Mathematical Journal,0,0,0
1759-0876,Wiley Interdisciplinary Reviews-Computational Molecular Science,0,0,0
2156-7018,Journal of Medical Imaging and Health Informatics,0,0,0
1756-0381,BioData Mining,0,16,0
2194-6302,Statistical Applications in Genetics and Molecular Biology,0,10,0
0219-7200,Journal of Bioinformatics and Computational Biology,0,1,0
1913-2751,Interdisciplinary Sciences-Computational Life Sciences,0,0,0
2168-2194,IEEE Journal of Biomedical and Health Informatics,0,0,0
1759-2879,Research Synthesis Methods,0,1,0
1662-5196,Frontiers in Neuroinformatics,0,1,0
2041-1480,Journal of Biomedical Semantics,0,1,0
1751-3758,Journal of Biological Dynamics,0,0,0
1687-5265,Computational Intelligence and Neuroscience,0,0,0
0741-0395,GENETIC EPIDEMIOLOGY,19932,1763,633
0162-1459,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,0,246,0
0002-9262,AMERICAN JOURNAL OF EPIDEMIOLOGY,0,275,0
0393-2990,EUROPEAN JOURNAL OF EPIDEMIOLOGY,0,12,0
0300-5771,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,0,84,0
1932-6203,PLOS ONE,0,336,0
0016-6731,GENETICS,0,264,0
1553-7404,PLOS GENETICS,0,178,0
0883-4237,STATISTICAL SCIENCE,0,64,0
1061-4036,NATURE GENETICS,0,1572,0
0034-6535,REVIEW OF ECONOMICS AND STATISTICS,0,4,0
0964-6906,HUMAN MOLECULAR GENETICS,0,254,0
CAMBRIDGE WORKING PA,CAMBRIDGE WORKING PA,0,1,0
Introductory econometrics: A modern approach (chap. 15),Introductory econometrics: A modern approach (chap. 15),0,1,0
0003-1305,AMERICAN STATISTICIAN,0,25,0
1745-6916,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,0,2,0
1946-6234,SCIENCE TRANSLATIONAL MEDICINE,0,2,0
1548-7091,NATURE METHODS,0,78,0
1044-3983,EPIDEMIOLOGY,0,53,0
0027-8424,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,0,298,0
1614-1881,METHODOLOGY-EUROPEAN JOURNAL OF RESEARCH METHODS FOR THE BEHAVIORAL AND SOCIAL SCIENCES,0,1,0
1359-4184,MOLECULAR PSYCHIATRY,0,57,0
0028-0836,NATURE,0,806,0
0021-9002,JOURNAL OF APPLIED PROBABILITY,0,2,0
0305-1048,NUCLEIC ACIDS RESEARCH,0,184,0
0002-9297,AMERICAN JOURNAL OF HUMAN GENETICS,0,2413,0
0003-4800,ANNALS OF HUMAN GENETICS,0,182,0
1943-2631,GENETICS,0,16,0
1018-4813,EUROPEAN JOURNAL OF HUMAN GENETICS,0,176,0
2045-2322,SCIENTIFIC REPORTS,0,9,0
1553-7390,PLOS GENETICS,0,493,0
2041-1723,NATURE COMMUNICATIONS,0,23,0
1088-9051,GENOME RESEARCH,0,252,0
1527-8204,ANNUAL REVIEW OF GENOMICS AND HUMAN GENETICS,0,42,0
BMC proceedings,BMC proceedings,0,142,0
Principal Component Analysis,Principal Component Analysis,0,1,0
0340-6717,HUMAN GENETICS,0,131,0
1471-0056,NATURE REVIEWS GENETICS,0,494,0
1471-2156,BMC GENETICS,0,89,0
0022-2593,JOURNAL OF MEDICAL GENETICS,0,38,0
0036-8075,SCIENCE,0,351,0
European Journal of Human Genetics,European Journal of Human Genetics,0,2,0
0090-5364,ANNALS OF STATISTICS,0,113,0
1532-4435,JOURNAL OF MACHINE LEARNING RESEARCH,0,9,0
1936-4954,SIAM JOURNAL ON IMAGING SCIENCES,0,2,0
1063-5203,APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,0,3,0
