ISSN,TITLE,TOT_DEGREE,TOT_ART
0001-5342,ACTA BIOTHEORETICA,0,0
2194-573X,International Journal of Biostatistics,0,0
1547-1063,Mathematical Biosciences and Engineering,1,0
1431-7613,THEORY IN BIOSCIENCES,0,0
1946-6315,Statistics in Biopharmaceutical Research,0,0
0385-4035,Hokkaido Mathematical Journal,0,0
1759-0876,Wiley Interdisciplinary Reviews-Computational Molecular Science,0,0
2156-7018,Journal of Medical Imaging and Health Informatics,0,0
1756-0381,BioData Mining,6,0
2194-6302,Statistical Applications in Genetics and Molecular Biology,1,0
0219-7200,Journal of Bioinformatics and Computational Biology,5,0
1913-2751,Interdisciplinary Sciences-Computational Life Sciences,1,0
2168-2194,IEEE Journal of Biomedical and Health Informatics,1,0
1759-2879,Research Synthesis Methods,0,0
1662-5196,Frontiers in Neuroinformatics,0,0
2041-1480,Journal of Biomedical Semantics,3,0
1751-3758,Journal of Biological Dynamics,0,0
1687-5265,Computational Intelligence and Neuroscience,0,0
0741-0395,GENETIC EPIDEMIOLOGY,10,0
1074-5521,CHEMISTRY & BIOLOGY,2,0
8756-7938,BIOTECHNOLOGY PROGRESS,3,0
1932-6203,PLOS ONE,104,0
0003-2697,ANALYTICAL BIOCHEMISTRY,11,0
0045-6535,CHEMOSPHERE,1,0
0956-5663,BIOSENSORS & BIOELECTRONICS,2,0
0169-7439,CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,5,0
0013-936X,ENVIRONMENTAL SCIENCE & TECHNOLOGY,1,0
0952-3480,NMR IN BIOMEDICINE,1,0
0308-8146,FOOD CHEMISTRY,2,0
1070-9908,IEEE SIGNAL PROCESSING LETTERS,1,0
0003-2700,ANALYTICAL CHEMISTRY,8,0
0887-2333,TOXICOLOGY IN VITRO,1,0
0021-9673,JOURNAL OF CHROMATOGRAPHY A,3,0
0165-0270,JOURNAL OF NEUROSCIENCE METHODS,1,0
0003-2670,ANALYTICA CHIMICA ACTA,4,0
1476-9271,COMPUTATIONAL BIOLOGY AND CHEMISTRY,22,0
0027-8424,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,158,0
0018-9294,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,10,0
0031-3203,PATTERN RECOGNITION,29,0
0957-5243,CANCER CAUSES & CONTROL,1,0
0960-9822,CURRENT BIOLOGY,4,0
1568-4946,APPLIED SOFT COMPUTING,30,0
1089-778X,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,10,0
1474-760X,GENOME BIOLOGY,20,0
0885-6125,MACHINE LEARNING,37,0
0036-8075,SCIENCE,103,0
0008-5472,CANCER RESEARCH,38,0
0893-6080,NEURAL NETWORKS,7,0
0933-3657,ARTIFICIAL INTELLIGENCE IN MEDICINE,26,0
0162-8828,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,32,0
0167-8655,PATTERN RECOGNITION LETTERS,17,0
0898-1221,COMPUTERS & MATHEMATICS WITH APPLICATIONS,4,0
1532-0464,JOURNAL OF BIOMEDICAL INFORMATICS,41,0
0302-9743,FOUNDATIONS OF INTELLIGENT SYSTEMS,87,0
0091-7036,INTERNATIONAL JOURNAL OF COMPUTER & INFORMATION SCIENCES,1,0
0269-2821,ARTIFICIAL INTELLIGENCE REVIEW,3,0
1357-2725,INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY,3,0
1078-8956,NATURE MEDICINE,13,0
1063-6560,EVOLUTIONARY COMPUTATION,2,0
1535-6108,CANCER CELL,13,0
0706-7437,CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE,1,0
0028-0836,NATURE,136,0
1522-4880,2014 IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING (ICIP),2,0
1041-4347,IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,32,0
0020-0255,INFORMATION SCIENCES,20,0
1566-2535,INFORMATION FUSION,2,0
1532-4435,JOURNAL OF MACHINE LEARNING RESEARCH,31,0
1019-6439,INTERNATIONAL JOURNAL OF ONCOLOGY,4,0
0305-1048,NUCLEIC ACIDS RESEARCH,315,0
0887-6924,LEUKEMIA,1,0
1548-7091,NATURE METHODS,22,0
0027-8874,JOURNAL OF THE NATIONAL CANCER INSTITUTE,7,0
1370-4621,NEURAL PROCESSING LETTERS,1,0
2375-933X,2015 INTERNATIONAL CONFERENCE ON BIG DATA AND SMART COMPUTING (BIGCOMP),1,0
1046-2023,METHODS,7,0
1520-9210,IEEE TRANSACTIONS ON MULTIMEDIA,3,0
1087-0156,NATURE BIOTECHNOLOGY,31,0
1465-6906,GENOME BIOLOGY,8,0
0034-6861,REVIEWS OF MODERN PHYSICS,3,0
1061-4036,NATURE GENETICS,106,0
1471-0056,NATURE REVIEWS GENETICS,44,0
2041-1723,NATURE COMMUNICATIONS,4,0
1754-2189,NATURE PROTOCOLS,7,0
0737-4038,MOLECULAR BIOLOGY AND EVOLUTION,14,0
1088-9051,GENOME RESEARCH,64,0
1945-0877,SCIENCE SIGNALING,1,0
1367-2630,NEW JOURNAL OF PHYSICS,3,0
1539-3755,PHYSICAL REVIEW E,8,0
1553-7358,PLOS COMPUTATIONAL BIOLOGY,9,0
0092-8674,CELL,30,0
1744-4292,MOLECULAR SYSTEMS BIOLOGY,13,0
1745-2473,NATURE PHYSICS,1,0
0031-9007,PHYSICAL REVIEW LETTERS,6,0
0169-5347,TRENDS IN ECOLOGY & EVOLUTION,2,0
1544-9173,PLOS BIOLOGY,9,0
0016-6731,GENETICS,3,0
0167-4412,PLANT MOLECULAR BIOLOGY,1,0
0168-9525,TRENDS IN GENETICS,11,0
1359-4184,MOLECULAR PSYCHIATRY,13,0
0167-9473,COMPUTATIONAL STATISTICS & DATA ANALYSIS,13,0
0035-9246,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-METHODOLOGICAL,14,0
1369-7412,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,14,0
1674-7305,SCIENCE CHINA-LIFE SCIENCES,1,0
0065-2571,"ADVANCES IN ENZYME REGULATION, VOL 50",1,0
1523-9829,ANNUAL REVIEW OF BIOMEDICAL ENGINEERING,1,0
0957-4174,EXPERT SYSTEMS WITH APPLICATIONS,45,0
0254-5330,ANNALS OF OPERATIONS RESEARCH,1,0
0941-0643,NEURAL COMPUTING & APPLICATIONS,7,0
0925-2312,NEUROCOMPUTING,24,0
0304-3975,THEORETICAL COMPUTER SCIENCE,7,0
0360-0300,ACM COMPUTING SURVEYS,6,0
0939-4451,AMINO ACIDS,9,0
2157-6904,ACM TRANSACTIONS ON INTELLIGENT SYSTEMS AND TECHNOLOGY,11,0
0219-1377,KNOWLEDGE AND INFORMATION SYSTEMS,8,0
0895-7177,MATHEMATICAL AND COMPUTER MODELLING,3,0
0950-7051,KNOWLEDGE-BASED SYSTEMS,9,0
0004-3702,ARTIFICIAL INTELLIGENCE,3,0
0171-6468,OR SPECTRUM,1,0
1083-4419,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,13,0
2212-0173,"2ND INTERNATIONAL CONFERENCE ON COMPUTER, COMMUNICATION, CONTROL AND INFORMATION TECHNOLOGY (C3IT-2012)",2,0
0148-5598,JOURNAL OF MEDICAL SYSTEMS,2,0
2161-5322,"2008 IEEE/ACS INTERNATIONAL CONFERENCE ON COMPUTER SYSTEMS AND APPLICATIONS, VOLS 1-3",1,0
0264-4401,ENGINEERING COMPUTATIONS,1,0
1063-651X,PHYSICAL REVIEW E,9,0
1742-5468,JOURNAL OF STATISTICAL MECHANICS-THEORY AND EXPERIMENT,3,0
0370-1573,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,1,0
0306-4573,INFORMATION PROCESSING & MANAGEMENT,7,0
2470-0045,PHYSICAL REVIEW E,4,0
2150-8097,PROCEEDINGS OF THE VLDB ENDOWMENT,1,0
0378-4371,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,2,0
1386-7857,CLUSTER COMPUTING-THE JOURNAL OF NETWORKS SOFTWARE TOOLS AND APPLICATIONS,1,0
1549-9596,JOURNAL OF CHEMICAL INFORMATION AND MODELING,7,0
1738-3684,PSYCHIATRY INVESTIGATION,1,0
1018-4813,EUROPEAN JOURNAL OF HUMAN GENETICS,3,0
0003-4800,ANNALS OF HUMAN GENETICS,2,0
0883-4237,STATISTICAL SCIENCE,4,0
0002-9297,AMERICAN JOURNAL OF HUMAN GENETICS,41,0
1049-5258,ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 12,2,0
2314-6133,BIOMED RESEARCH INTERNATIONAL,6,0
1386-4564,INFORMATION RETRIEVAL,2,0
1012-2443,ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,1,0
1865-0929,"MODELLING, COMPUTATION AND OPTIMIZATION IN INFORMATION SYSTEMS AND MANAGEMENT SCIENCES, PROCEEDINGS",5,0
0022-2623,JOURNAL OF MEDICINAL CHEMISTRY,6,0
0922-6389,"ECAI 2008, PROCEEDINGS",2,0
0920-654X,JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN,3,0
0066-4200,ANNUAL REVIEW OF INFORMATION SCIENCE AND TECHNOLOGY,1,0
2194-5357,"ADVANCES IN COMPUTING AND INFORMATION TECHNOLOGY, VOL 3",1,0
1545-5963,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,83,0
1431-8814,"DATA SCIENCE, LEARNING BY LATENT STRUCTURES, AND KNOWLEDGE DISCOVERY",2,0
0033-3174,PSYCHOSOMATIC MEDICINE,1,0
1438-8871,JOURNAL OF MEDICAL INTERNET RESEARCH,1,0
0279-3695,JOURNAL OF PSYCHOSOCIAL NURSING AND MENTAL HEALTH SERVICES,1,0
0269-4727,JOURNAL OF CLINICAL PHARMACY AND THERAPEUTICS,1,0
0048-5764,PSYCHOPHARMACOLOGY BULLETIN,1,0
1472-6947,BMC MEDICAL INFORMATICS AND DECISION MAKING,6,0
1060-0280,ANNALS OF PHARMACOTHERAPY,1,0
1350-9047,CELL DEATH AND DIFFERENTIATION,4,0
0021-9258,JOURNAL OF BIOLOGICAL CHEMISTRY,22,0
1535-3893,JOURNAL OF PROTEOME RESEARCH,6,0
0301-4851,MOLECULAR BIOLOGY REPORTS,1,0
1422-0067,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,5,0
0028-4793,NEW ENGLAND JOURNAL OF MEDICINE,27,0
1464-8431,CURRENT OPINION IN MOLECULAR THERAPEUTICS,1,0
0887-3585,PROTEINS-STRUCTURE FUNCTION AND GENETICS,47,0
1535-7163,MOLECULAR CANCER THERAPEUTICS,4,0
2156-1125,PROCEEDINGS 2015 IEEE INTERNATIONAL CONFERENCE ON BIOINFORMATICS AND BIOMEDICINE,21,0
0006-3002,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH,9,0
1874-3919,JOURNAL OF PROTEOMICS,2,0
0378-1119,GENE,7,0
0021-9738,JOURNAL OF CLINICAL INVESTIGATION,6,0
1360-8185,APOPTOSIS,1,0
1051-2004,DIGITAL SIGNAL PROCESSING,3,0
1471-0072,NATURE REVIEWS MOLECULAR CELL BIOLOGY,8,0
1874-9399,BIOCHIMICA ET BIOPHYSICA ACTA-GENE REGULATORY MECHANISMS,1,0
0265-9247,BIOESSAYS,7,0
0266-7061,COMPUTER APPLICATIONS IN THE BIOSCIENCES,7,0
0375-9601,PHYSICS LETTERS A,1,0
0888-7543,GENOMICS,13,0
1092-2172,MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,2,0
0739-1102,JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS,6,0
0022-2836,JOURNAL OF MOLECULAR BIOLOGY,60,0
1340-2838,DNA RESEARCH,2,0
2314-436X,INTERNATIONAL JOURNAL OF GENOMICS,2,0
1545-9993,NATURE STRUCTURAL & MOLECULAR BIOLOGY,2,0
0169-7552,COMPUTER NETWORKS AND ISDN SYSTEMS,1,0
1383-5769,PARASITOLOGY INTERNATIONAL,1,0
1475-2875,MALARIA JOURNAL,1,0
1535-9778,EUKARYOTIC CELL,1,0
0070-217X(print),"MALARIA: DRUGS, DISEASE AND POST-GENOMIC BIOLOGY",1,0
0950-382X,MOLECULAR MICROBIOLOGY,15,0
0065-308X,"ADVANCES IN PARASITOLOGY, VOL 88",1,0
0014-4894,EXPERIMENTAL PARASITOLOGY,1,0
0022-2615,JOURNAL OF MEDICAL MICROBIOLOGY,1,0
0166-6851,MOLECULAR AND BIOCHEMICAL PARASITOLOGY,1,0
1471-4922,TRENDS IN PARASITOLOGY,1,0
0066-4804,ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,3,0
1473-3099,LANCET INFECTIOUS DISEASES,3,0
1535-9476,MOLECULAR & CELLULAR PROTEOMICS,11,0
0732-0582,ANNUAL REVIEW OF IMMUNOLOGY,1,0
0269-2813,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,2,0
1471-2598,EXPERT OPINION ON BIOLOGICAL THERAPY,1,0
0090-1229,CLINICAL IMMUNOLOGY AND IMMUNOPATHOLOGY,1,0
0003-4967,ANNALS OF THE RHEUMATIC DISEASES,3,0
1866-0452,DEUTSCHES ARZTEBLATT INTERNATIONAL,1,0
0007-1145,BRITISH JOURNAL OF NUTRITION,1,0
1755-8794,BMC MEDICAL GENOMICS,3,0
1471-2164,BMC GENOMICS,34,0
0931-0509,NEPHROLOGY DIALYSIS TRANSPLANTATION,1,0
0964-6906,HUMAN MOLECULAR GENETICS,18,0
1536-2310,OMICS-A JOURNAL OF INTEGRATIVE BIOLOGY,3,0
2471-7819,2014 IEEE INTERNATIONAL CONFERENCE ON BIOINFORMATICS AND BIOENGINEERING (BIBE),1,0
1474-175X,NATURE REVIEWS CANCER,9,0
2045-2322,SCIENTIFIC REPORTS,5,0
1664-302X,FRONTIERS IN MICROBIOLOGY,1,0
1544-6115,STATISTICAL APPLICATIONS IN GENETICS AND MOLECULAR BIOLOGY,4,0
1350-0872,MICROBIOLOGY-SGM,3,0
1477-5956,PROTEOME SCIENCE,2,0
1045-0823,"IJCAI-95 - PROCEEDINGS OF THE FOURTEENTH INTERNATIONAL JOINT CONFERENCE ON ARTIFICIAL INTELLIGENCE, VOLS 1 AND 2",5,0
0009-9163,CLINICAL GENETICS,1,0
1536-1241,IEEE TRANSACTIONS ON NANOBIOSCIENCE,12,0
0021-8561,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,3,0
0141-5492,BIOTECHNOLOGY LETTERS,2,0
0001-0782,COMMUNICATIONS OF THE ACM,15,0
0014-2956,EUROPEAN JOURNAL OF BIOCHEMISTRY,2,0
0961-8368,PROTEIN SCIENCE,5,0
1545-9985,NATURE STRUCTURAL & MOLECULAR BIOLOGY,2,0
0300-9564,JOURNAL OF NEURAL TRANSMISSION,1,0
0166-2236,TRENDS IN NEUROSCIENCES,3,0
1367-5931,CURRENT OPINION IN CHEMICAL BIOLOGY,2,0
1474-1776,NATURE REVIEWS DRUG DISCOVERY,3,0
0950-9232,ONCOGENE,21,0
1425-8153,CELLULAR & MOLECULAR BIOLOGY LETTERS,1,0
1045-4411,CRITICAL REVIEWS IN ORAL BIOLOGY & MEDICINE,1,0
1225-8687,JOURNAL OF BIOCHEMISTRY AND MOLECULAR BIOLOGY,1,0
0261-4189,EMBO JOURNAL,5,0
1551-7497,"2005 IEEE Computational Systems Bioinformatics Conference, Proceedings",2,0
0378-7796,ELECTRIC POWER SYSTEMS RESEARCH,1,0
0099-2240,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,5,0
0264-6021,BIOCHEMICAL JOURNAL,5,0
0021-9533,JOURNAL OF CELL SCIENCE,2,0
0009-5915,CHROMOSOMA,1,0
0003-4851,ANNALS OF MATHEMATICAL STATISTICS,1,0
0890-5401,INFORMATION AND COMPUTATION,2,0
0018-9286,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,2,0
0301-0082,PROGRESS IN NEUROBIOLOGY,3,0
0340-1200,BIOLOGICAL CYBERNETICS,1,0
1054-1500,CHAOS,1,0
1741-2560,JOURNAL OF NEURAL ENGINEERING,1,0
1525-5050,EPILEPSY & BEHAVIOR,1,0
1388-2457,CLINICAL NEUROPHYSIOLOGY,6,0
0013-9580,EPILEPSIA,2,0
0270-6474,JOURNAL OF NEUROSCIENCE,3,0
0959-4965,NEUROREPORT,1,0
0012-9682,ECONOMETRICA,2,0
1059-1311,SEIZURE-EUROPEAN JOURNAL OF EPILEPSY,1,0
1053-8119,NEUROIMAGE,5,0
0920-1211,EPILEPSY RESEARCH,2,0
0360-4012,JOURNAL OF NEUROSCIENCE RESEARCH,1,0
1951-6355,EUROPEAN PHYSICAL JOURNAL-SPECIAL TOPICS,1,0
0090-5364,ANNALS OF STATISTICS,14,0
2090-5904,NEURAL PLASTICITY,1,0
1319-6138,NEUROSCIENCES,1,0
1474-4422,LANCET NEUROLOGY,3,0
0162-1459,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,32,0
1084-8045,JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,1,0
1067-5027,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,20,0
1064-8275,SIAM JOURNAL ON SCIENTIFIC COMPUTING,3,0
0021-9304,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH,2,0
0248-4900,BIOLOGY OF THE CELL,2,0
0036-1445,SIAM REVIEW,1,0
1471-2202,BMC NEUROSCIENCE,1,0
1052-6234,SIAM JOURNAL ON OPTIMIZATION,2,0
0368-4245,JOURNAL OF THE SOCIETY FOR INDUSTRIAL AND APPLIED MATHEMATICS,1,0
0926-6003,COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,1,0
0002-9173,AMERICAN JOURNAL OF CLINICAL PATHOLOGY,1,0
1076-1551,MOLECULAR MEDICINE,1,0
0959-4388,CURRENT OPINION IN NEUROBIOLOGY,1,0
1045-9227,IEEE TRANSACTIONS ON NEURAL NETWORKS,11,0
0269-9931,COGNITION & EMOTION,1,0
2199-3041,ADVANCES IN DIFFERENTIAL EQUATIONS AND APPLICATIONS,1,0
0301-0511,BIOLOGICAL PSYCHOLOGY,1,0
0278-2626,BRAIN AND COGNITION,1,0
1948-3546,2013 6TH INTERNATIONAL IEEE/EMBS CONFERENCE ON NEURAL ENGINEERING (NER),1,0
0003-066X,AMERICAN PSYCHOLOGIST,1,0
1662-5161,FRONTIERS IN HUMAN NEUROSCIENCE,1,0
1537-744X,SCIENTIFIC WORLD JOURNAL,4,0
0167-2789,PHYSICA D,1,0
0306-4522,NEUROSCIENCE,1,0
1949-3045,IEEE TRANSACTIONS ON AFFECTIVE COMPUTING,1,0
1196-1961,CANADIAN JOURNAL OF EXPERIMENTAL PSYCHOLOGY-REVUE CANADIENNE DE PSYCHOLOGIE EXPERIMENTALE,1,0
0018-9219,PROCEEDINGS OF THE IEEE,5,0
0169-2607,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,8,0
1044-7318,INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION,1,0
1528-3542,EMOTION,1,0
1520-6149,"2013 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS, SPEECH AND SIGNAL PROCESSING (ICASSP)",4,0
0022-3514,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,1,0
1749-5016,SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE,1,0
1436-4522,EDUCATIONAL TECHNOLOGY & SOCIETY,1,0
0167-8760,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,1,0
1364-6613,TRENDS IN COGNITIVE SCIENCES,1,0
1756-994X,GENOME MEDICINE,1,0
1757-4676,EMBO MOLECULAR MEDICINE,1,0
0892-6638,FASEB JOURNAL,4,0
1359-6349,EJC SUPPLEMENTS,1,0
0016-6723,GENETICS RESEARCH,1,0
1545-7885,PLOS BIOLOGY,3,0
0176-4268,JOURNAL OF CLASSIFICATION,1,0
0012-1606,DEVELOPMENTAL BIOLOGY,1,0
1097-2765,MOLECULAR CELL,6,0
0006-324X,PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON,1,0
0963-6897,CELL TRANSPLANTATION,1,0
1001-0602,CELL RESEARCH,1,0
0031-9422,PHYTOCHEMISTRY,1,0
0003-9861,ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,1,0
1369-5266,CURRENT OPINION IN PLANT BIOLOGY,2,0
1944-3277,STANDARDS IN GENOMIC SCIENCES,1,0
1740-1526,NATURE REVIEWS MICROBIOLOGY,12,0
0254-6299,SOUTH AFRICAN JOURNAL OF BOTANY,1,0
0014-5793,FEBS LETTERS,14,0
0300-5127,BIOCHEMICAL SOCIETY TRANSACTIONS,1,0
0081-6337,STUDIA BIOPHYSICA,1,0
2047-217X,GIGASCIENCE,2,0
1674-2052,MOLECULAR PLANT,2,0
1078-0432,CLINICAL CANCER RESEARCH,14,0
1076-9757,JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,8,0
0962-8436,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,3,0
1045-2257,GENES CHROMOSOMES & CANCER,9,0
0959-535X,BRITISH MEDICAL JOURNAL,1,0
0065-3195,"CHROMATOGRAPHY FOR SUSTAINABLE POLYMERIC MATERIALS: RENEWABLE, DEGRADABLE AND RECYCLABLE",1,0
0014-3820,EVOLUTION,1,0
1553-7390,PLOS GENETICS,6,0
0278-0062,IEEE TRANSACTIONS ON MEDICAL IMAGING,11,0
1057-7149,IEEE TRANSACTIONS ON IMAGE PROCESSING,7,0
0169-2968,FUNDAMENTA INFORMATICAE,4,0
0010-4809,COMPUTERS AND BIOMEDICAL RESEARCH,1,0
1361-8415,MEDICAL IMAGE ANALYSIS,1,0
0018-9472,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS,4,0
1756-1833,BRITISH MEDICAL JOURNAL,1,0
0022-3751,JOURNAL OF PHYSIOLOGY-LONDON,1,0
1933-6896,PRION,1,0
0955-8829,PSYCHIATRIC GENETICS,1,0
0001-5652,HUMAN HEREDITY,3,0
1552-4841,AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS,5,0
1461-1457,INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY,1,0
0250-7005,ANTICANCER RESEARCH,4,0
1552-4825,AMERICAN JOURNAL OF MEDICAL GENETICS PART A,1,0
1398-5647,BIPOLAR DISORDERS,1,0
1300-2163,TURK PSIKIYATRI DERGISI,1,0
0959-437X,CURRENT OPINION IN GENETICS & DEVELOPMENT,3,0
0014-4835,EXPERIMENTAL EYE RESEARCH,2,0
0012-1797,DIABETES,1,0
0920-9964,SCHIZOPHRENIA RESEARCH,1,0
1323-7799,RESPIROLOGY,1,0
1465-5411,BREAST CANCER RESEARCH,3,0
1347-9032,CANCER SCIENCE,2,0
0732-183X,JOURNAL OF CLINICAL ONCOLOGY,3,0
0167-6806,BREAST CANCER RESEARCH AND TREATMENT,2,0
1949-2553,ONCOTARGET,1,0
0929-1903,CANCER GENE THERAPY,1,0
0363-6143,AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,1,0
1466-4879,GENES AND IMMUNITY,2,0
1932-6157,ANNALS OF APPLIED STATISTICS,7,0
1548-7660,JOURNAL OF STATISTICAL SOFTWARE,8,0
1570-5870,CELLULAR ONCOLOGY,1,0
0006-8993,BRAIN RESEARCH,1,0
1476-4598,MOLECULAR CANCER,6,0
1553-7404,PLOS GENETICS,3,0
1522-8517,NEURO-ONCOLOGY,1,0
1053-587X,IEEE TRANSACTIONS ON SIGNAL PROCESSING,6,0
2156-6976,AMERICAN JOURNAL OF CANCER RESEARCH,2,0
1389-4501,CURRENT DRUG TARGETS,1,0
1017-0405,STATISTICA SINICA,11,0
1357-0560,MEDICAL ONCOLOGY,2,0
0022-3069,JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,1,0
2162-237X,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,5,0
0017-5749,GUT,3,0
1939-8018,JOURNAL OF SIGNAL PROCESSING SYSTEMS FOR SIGNAL IMAGE AND VIDEO TECHNOLOGY,1,0
1478-3967,PHYSICAL BIOLOGY,2,0
1868-8071,INTERNATIONAL JOURNAL OF MACHINE LEARNING AND CYBERNETICS,5,0
1615-9853,PROTEOMICS,9,0
0959-440X,CURRENT OPINION IN STRUCTURAL BIOLOGY,9,0
0269-2139,PROTEIN ENGINEERING,10,0
0021-924X,JOURNAL OF BIOCHEMISTRY,3,0
0018-8670,IBM SYSTEMS JOURNAL,1,0
0899-7667,NEURAL COMPUTATION,10,0
2352-5398,PROCEEDINGS OF THE 2016 2ND INTERNATIONAL CONFERENCE ON SOCIAL SCIENCE AND TECHNOLOGY EDUCATION (ICSSTE 2016),1,0
0006-3568,BIOSCIENCE,2,0
2075-8251,ACTA NATURAE,2,0
0218-1940,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,2,0
