,SOURCE_A,SOURCE_J,TARGET_A,TARGET_J,YEAR
1,WOS:000417269100001,1759-2879,WOS:000390616700010,0895-4356,2016
2,WOS:000417269100001,1759-2879,WOS:000209381100007,1759-2879,2012
3,WOS:000417269100001,1759-2879,WOS:000274951200018,0803-5253,2010
4,WOS:000417269100001,1759-2879,WOS:000228808200021,0098-7484,2005
5,WOS:000417269100001,1759-2879,WOS:000279637600008,0732-183X,2010
6,WOS:000417269100001,1759-2879,WOS:000077527600003,0277-6715,1998
7,WOS:000417269100001,1759-2879,WOS:000342426100002,1756-1833,2014
8,WOS:000417269100001,1759-2879,WOS:000209381300005,1759-2879,2012
9,WOS:000417269100001,1759-2879,WOS:000342898500003,0277-6715,2014
10,WOS:000417269100001,1759-2879,WOS:000209381100003,1759-2879,2012
11,WOS:000417269100001,1759-2879,WOS:000248347300001,1745-6215,2007
12,WOS:000417269100001,1759-2879,WOS:000274653900048,1469-493X,2010
13,WOS:000417269100001,1759-2879,WOS:000390926600005,1477-9072,2016
14,WOS:000417269100001,1759-2879,FORA DA BASE,Mathematics in science and engineering,1972
15,WOS:000417269100001,1759-2879,FORA DA BASE,Cochrane Database of Systematic Reviews Suppl 1-327,2015
16,WOS:000417269100001,1759-2879,FORA DA BASE,COCHRANE COLLABORATI,2011
17,WOS:000417269100001,1759-2879,FORA DA BASE,Wiley StatsRef: Statistics Reference Online,2016
18,WOS:000417269100001,1759-2879,FORA DA BASE,Cochrane Database Syst Rev,2013
19,WOS:000417269100003,1759-2879,WOS:000233338300007,0272-989X,2005
20,WOS:000417269100003,1759-2879,WOS:000298278300001,1471-2288,2011
21,WOS:000417269100003,1759-2879,WOS:A1986F013900001,0197-2456,1986
22,WOS:000417269100003,1759-2879,WOS:000243716100001,1551-7144,2007
23,WOS:000417269100003,1759-2879,WOS:000371707700003,1759-2879,2016
24,WOS:000417269100003,1759-2879,WOS:000311402800003,0277-6715,2012
25,WOS:000417269100003,1759-2879,WOS:A1996UE25000004,0277-6715,1996
26,WOS:000417269100003,1759-2879,WOS:000209381100004,1759-2879,2012
27,WOS:000417269100003,1759-2879,WOS:000176016900005,0277-6715,2002
28,WOS:000417269100003,1759-2879,WOS:000261962600009,0964-1998,2009
29,WOS:000417269100003,1759-2879,WOS:000368944800001,0277-6715,2016
30,WOS:000417269100003,1759-2879,WOS:000371707700004,1759-2879,2016
31,WOS:000417269100003,1759-2879,WOS:000341389100001,1471-2288,2014
32,WOS:000417269100003,1759-2879,WOS:000383591300008,1759-2879,2016
33,WOS:000417269100003,1759-2879,WOS:000369751200002,0277-6715,2016
34,WOS:000417269100003,1759-2879,WOS:000340423700003,0277-6715,2014
35,WOS:000417269100003,1759-2879,WOS:000294610300001,0277-6715,2011
36,WOS:000417269100003,1759-2879,WOS:000237317900007,0323-3847,2006
37,WOS:000417269100003,1759-2879,WOS:000311335300006,0962-2802,2012
38,WOS:000417269100003,1759-2879,WOS:000306422200008,0962-2802,2012
39,WOS:000417269100003,1759-2879,WOS:000318940200001,1471-2288,2013
40,WOS:000417269100003,1759-2879,WOS:000209380900003,1759-2879,2011
41,WOS:000417269100003,1759-2879,WOS:000381099500001,1471-2288,2016
42,WOS:000417269100003,1759-2879,WOS:000224307300002,0277-6715,2004
43,WOS:000417269100003,1759-2879,WOS:A1982PY56600001,0091-0635,1982
44,WOS:000417269100003,1759-2879,WOS:000314236200028,0006-341X,2012
45,WOS:000417269100003,1759-2879,WOS:000337307500001,1471-2288,2014
46,WOS:000417269100003,1759-2879,FORA DA BASE,Journal of Statistical Planning and Inference,2010
47,WOS:000417269100003,1759-2879,WOS:000209381100003,1759-2879,2012
48,WOS:000417269100003,1759-2879,WOS:000257244300006,0962-2802,2008
49,WOS:000417269100003,1759-2879,WOS:000371707700007,1759-2879,2016
50,WOS:000417269100003,1759-2879,WOS:000281593200001,1548-7660,2010
51,WOS:000417269100003,1759-2879,WOS:000361062800005,1082-989X,2015
52,WOS:000417269100003,1759-2879,WOS:000243455800004,0277-6715,2007
53,WOS:000417269100003,1759-2879,WOS:000209381100005,1759-2879,2012
54,WOS:000417269100003,1759-2879,FORA DA BASE,BMJ,2016
55,WOS:000417269100004,1759-2879,WOS:000304208400015,1554-351X,2012
56,WOS:000417269100004,1759-2879,WOS:000269805800008,1368-5031,2009
57,WOS:000417269100004,1759-2879,WOS:000180547100005,0013-1644,2003
58,WOS:000417269100004,1759-2879,WOS:000289439400007,0033-3123,2011
59,WOS:000417269100004,1759-2879,WOS:000209380400001,1759-2879,2010
60,WOS:000417269100004,1759-2879,WOS:000348121100001,1664-1078,2015
61,WOS:000417269100004,1759-2879,WOS:000337898900003,1082-989X,2014
62,WOS:000417269100004,1759-2879,WOS:000289796400002,1863-8171,2011
63,WOS:000417269100004,1759-2879,WOS:A1986F013900001,0197-2456,1986
64,WOS:000417269100004,1759-2879,WOS:000209380300004,1759-2879,2010
65,WOS:000417269100004,1759-2879,WOS:000294610300001,0277-6715,2011
66,WOS:000417269100004,1759-2879,WOS:000209380600005,1759-2879,2011
67,WOS:000417269100004,1759-2879,WOS:A1985AWL8900006,0304-4076,1985
68,WOS:000417269100004,1759-2879,WOS:A1986C277600009,0033-2909,1986
69,WOS:000417269100004,1759-2879,WOS:000077085900008,0007-1102,1998
70,WOS:000417269100004,1759-2879,FORA DA BASE,Survey Methodology,2002
71,WOS:000417269100004,1759-2879,FORA DA BASE,HDB RES SYNTHESIS ME,2009
72,WOS:000417269100004,1759-2879,FORA DA BASE,The Handbook of Research Synthesis and Meta-analysis,2009
73,WOS:000417269100004,1759-2879,WOS:000236233000006,1054-3406,2005
74,WOS:000417269100004,1759-2879,WOS:000263733800003,1076-9986,2009
75,WOS:000417269100004,1759-2879,WOS:000348585200002,1759-2879,2014
76,WOS:000417269100004,1759-2879,WOS:000176016900006,0277-6715,2002
77,WOS:000417269100004,1759-2879,WOS:000361062800006,1082-989X,2015
78,WOS:000417269100004,1759-2879,WOS:000209381500006,1759-2879,2013
79,WOS:000417269100004,1759-2879,WOS:000185455400003,0013-1644,2003
80,WOS:000417269100004,1759-2879,WOS:000364511400027,1554-351X,2013
81,WOS:000417269100004,1759-2879,WOS:000281593200001,1548-7660,2010
82,WOS:000417269100004,1759-2879,WOS:000361062800005,1082-989X,2015
83,WOS:000417269100004,1759-2879,WOS:000248916600012,0749-3797,2007
84,WOS:000417269100004,1759-2879,WOS:000180591700016,0022-006X,2003
85,WOS:000417269100005,1759-2879,WOS:000235672100001,1170-7690,2006
86,WOS:000417269100005,1759-2879,WOS:000186855300015,0959-8049,2003
87,WOS:000417269100005,1759-2879,WOS:A1997XH67100008,0895-4356,1997
88,WOS:000417269100005,1759-2879,WOS:A1972N572600003,1369-7412,1972
89,WOS:000417269100005,1759-2879,WOS:000306477700001,1471-2288,2012
90,WOS:000417269100005,1759-2879,WOS:000341824600005,0277-6715,2014
91,WOS:000417269100005,1759-2879,WOS:000276219000023,0277-6715,2010
92,WOS:000417269100005,1759-2879,WOS:000079457500002,0162-1459,1999
93,WOS:000417269100005,1759-2879,WOS:000315094500002,0277-6715,2013
94,WOS:000417269100005,1759-2879,WOS:000395628800012,1756-1833,2017
95,WOS:000417269100005,1759-2879,WOS:A1994PP36700006,0006-3444,1994
96,WOS:000417269100005,1759-2879,WOS:000185283700028,0959-535X,2003
97,WOS:000417269100005,1759-2879,WOS:A1996VY09500008,0277-6715,1996
98,WOS:000417269100005,1759-2879,WOS:000261962600009,0964-1998,2009
99,WOS:000417269100005,1759-2879,WOS:000314820700001,1471-2288,2012
100,WOS:000417269100005,1759-2879,WOS:000291530700001,1471-2288,2011
101,WOS:000417269100005,1759-2879,WOS:000209381100009,1759-2879,2012
102,WOS:000417269100005,1759-2879,WOS:000238033200004,0162-1459,2006
103,WOS:000417269100005,1759-2879,WOS:000177458600002,0277-6715,2002
104,WOS:000417269100005,1759-2879,WOS:000089242200005,0960-3174,2000
105,WOS:000417269100005,1759-2879,WOS:000209380500007,1759-2879,2010
106,WOS:000417269100005,1759-2879,WOS:000177051300004,0277-6715,2002
107,WOS:000417269100005,1759-2879,FORA DA BASE,Stat Methods Med Res,2016
108,WOS:000417269100005,1759-2879,FORA DA BASE,R package version 1. 0,2016
109,WOS:000417269100005,1759-2879,WOS:000369783000001,1471-2288,2016
110,WOS:000417269100005,1759-2879,WOS:000293738600006,0277-6715,2011
111,WOS:000417269100005,1759-2879,WOS:000345689600009,0094-9655,2015
112,WOS:000417269100005,1759-2879,WOS:000346435000001,1471-2288,2014
113,WOS:000417269100005,1759-2879,WOS:A1996UC12900002,1048-891X,1996
114,WOS:000417269100005,1759-2879,WOS:000232647900007,1740-7745,2005
115,WOS:000417269100005,1759-2879,WOS:000329805500013,2044-6055,2013
