,SOURCE_A,SOURCE_J,TARGET_A,TARGET_J,YEAR
1,WOS:000422913500001,0973-5348,WOS:000393630500009,0022-0396,2017
2,WOS:000422913500001,0973-5348,WOS:000184723300007,0362-546X,2003
3,WOS:000422913500001,0973-5348,WOS:000229475500010,0036-1399,2005
4,WOS:000422913500001,0973-5348,WOS:000362748300001,1531-3492,2015
5,WOS:000422913500001,0973-5348,WOS:000221052000005,1631-0691,2004
6,WOS:000422913500001,0973-5348,WOS:000184363300002,0022-5193,2003
7,WOS:000422913500001,0973-5348,WOS:000207834700009,0973-5348,2009
8,WOS:000422913500001,0973-5348,WOS:A1970H484300001,0008-8730,1970
9,WOS:000422913500001,0973-5348,WOS:000310393700008,0022-0396,2012
10,WOS:000422913500001,0973-5348,WOS:000207833400005,0973-5348,2007
11,WOS:000422913500001,0973-5348,WOS:000166749400007,0022-247X,2001
12,WOS:000422913500001,0973-5348,WOS:A1990DW50400024,0002-9939,1990
13,WOS:000422913500001,0973-5348,WOS:000237337800006,1069-5265,2006
14,WOS:000422913500001,0973-5348,WOS:000308023400011,1534-0392,2012
15,WOS:000422913500001,0973-5348,WOS:000273101100021,1468-1218,2010
16,WOS:000422913500001,0973-5348,WOS:000404934900007,0003-6811,2017
17,WOS:000422913500001,0973-5348,WOS:000276270300018,0893-9659,2010
18,WOS:000422913500001,0973-5348,WOS:000310504500030,0096-3003,2012
19,WOS:000422913500001,0973-5348,WOS:A1978EZ04900017,0006-4971,1978
20,WOS:000422913500001,0973-5348,WOS:000238325100009,0036-1410,2006
21,WOS:000422913500001,0973-5348,WOS:A1990ED39900001,0002-9947,1990
22,WOS:000422913500001,0973-5348,WOS:000221052000008,1631-0691,2004
23,WOS:000422913500001,0973-5348,WOS:000230427900004,1536-0040,2005
24,WOS:000422913500001,0973-5348,WOS:000170428100005,1364-5021,2001
25,WOS:000422913500001,0973-5348,WOS:000267035500007,0022-0396,2009
26,WOS:000422913500001,0973-5348,WOS:000174291800002,1468-1218,2001
27,WOS:000422913500001,0973-5348,FORA DA BASE,MATH SURVEYS MONOGRA,1995
28,WOS:000422913500001,0973-5348,WOS:000381956400039,0022-247X,2016
29,WOS:000422913500001,0973-5348,WOS:000249153300013,0362-546X,2007
30,WOS:000422913500001,0973-5348,WOS:000084722600014,0092-8674,2000
31,WOS:000422913500001,0973-5348,WOS:000253495100027,0096-3003,2007
32,WOS:000422913500001,0973-5348,FORA DA BASE,Appl. Math. Sci.,1996
33,WOS:000422913500001,0973-5348,FORA DA BASE,Can. Appl. Math. Q.,2003
34,WOS:000422913500001,0973-5348,FORA DA BASE,Can. Appl. Math. Q.,2009
35,WOS:000422913500002,0973-5348,WOS:000375418600005,0092-8240,2016
36,WOS:000422913500002,0973-5348,WOS:000369085500029,0021-9991,2016
