ISSN,TITLE,TOT_DEGREE,TOT_ART
1740-2522,CLINICAL & DEVELOPMENTAL IMMUNOLOGY,1,0
0036-1445,SIAM REVIEW,29,0
0098-7484,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,7,0
1392-5113,NONLINEAR ANALYSIS-MODELLING AND CONTROL,2,0
0022-247X,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,64,0
0170-4214,MATHEMATICAL METHODS IN THE APPLIED SCIENCES,4,0
1468-1218,NONLINEAR ANALYSIS-REAL WORLD APPLICATIONS,63,0
0893-9659,APPLIED MATHEMATICS LETTERS,10,0
0307-904X,APPLIED MATHEMATICAL MODELLING,23,0
1007-5704,COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION,11,0
0022-1317,JOURNAL OF GENERAL VIROLOGY,8,0
1531-3492,DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES B,42,0
0925-2312,NEUROCOMPUTING,2,0
0027-8424,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,104,0
0022-538X,JOURNAL OF VIROLOGY,27,0
0029-8549,OECOLOGIA,6,0
1999-4915,VIRUSES-BASEL,5,0
0028-0836,NATURE,78,0
0036-8075,SCIENCE,75,0
1746-630X,CURRENT OPINION IN HIV AND AIDS,2,0
0962-8452,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,56,0
0269-9370,AIDS,12,0
1740-1526,NATURE REVIEWS MICROBIOLOGY,12,0
0066-4286(print),"ANNUAL REVIEW OF PHYTOPATHOLOGY, VOL 54",1,0
1755-4365,EPIDEMICS,12,0
0002-9165,AMERICAN JOURNAL OF CLINICAL NUTRITION,1,0
0014-3820,EVOLUTION,32,0
0924-090X,NONLINEAR DYNAMICS,14,0
1461-023X,ECOLOGY LETTERS,25,0
0094-243X,APPLICATION OF MATHEMATICS IN TECHNICAL AND NATURAL SCIENCES: 3RD INTERNATIONAL CONFERENCE - AMITANS'11,5,0
0928-4249,VETERINARY RESEARCH,7,0
0169-5347,TRENDS IN ECOLOGY & EVOLUTION,36,0
1471-4906,TRENDS IN IMMUNOLOGY,4,0
0962-8436,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,9,0
1540-7063,INTEGRATIVE AND COMPARATIVE BIOLOGY,3,0
1565-9801,ISRAEL JOURNAL OF ECOLOGY & EVOLUTION,2,0
0012-9615,ECOLOGICAL MONOGRAPHS,5,0
1536-0040,SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS,8,0
1471-2334,BMC INFECTIOUS DISEASES,10,0
1877-7503,JOURNAL OF COMPUTATIONAL SCIENCE,1,0
1553-7358,PLOS COMPUTATIONAL BIOLOGY,12,0
0265-0746,IMA JOURNAL OF MATHEMATICS APPLIED IN MEDICINE AND BIOLOGY,4,0
1069-6563,ACADEMIC EMERGENCY MEDICINE,1,0
0167-7152,STATISTICS & PROBABILITY LETTERS,1,0
0021-9991,JOURNAL OF COMPUTATIONAL PHYSICS,4,0
0022-3654,JOURNAL OF PHYSICAL CHEMISTRY,2,0
1742-5689,JOURNAL OF THE ROYAL SOCIETY INTERFACE,21,0
2050-084X,ELIFE,4,0
0167-5877,PREVENTIVE VETERINARY MEDICINE,10,0
2054-5703,ROYAL SOCIETY OPEN SCIENCE,1,0
1932-6203,PLOS ONE,47,0
1539-3755,PHYSICAL REVIEW E,18,0
1369-7412,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,5,0
1553-7366,PLOS PATHOGENS,6,0
0002-9262,AMERICAN JOURNAL OF EPIDEMIOLOGY,14,0
1549-1277,PLOS MEDICINE,18,0
0962-1083,MOLECULAR ECOLOGY,3,0
0091-7451,COLD SPRING HARBOR SYMPOSIA ON QUANTITATIVE BIOLOGY,2,0
0016-6731,GENETICS,3,0
1010-061X,JOURNAL OF EVOLUTIONARY BIOLOGY,4,0
0066-4162,ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS,11,0
0895-7177,MATHEMATICAL AND COMPUTER MODELLING,25,0
0167-2789,PHYSICA D,12,0
0378-4371,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,14,0
0960-0779,CHAOS SOLITONS & FRACTALS,24,0
1439-8516,ACTA MATHEMATICA SINICA-ENGLISH SERIES,1,0
0252-9602,ACTA MATHEMATICA SCIENTIA,1,0
0377-0427,JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS,19,0
0362-546X,NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS,15,0
0022-1007,JOURNAL OF EXPERIMENTAL MEDICINE,8,0
1476-945X,ECOLOGICAL COMPLEXITY,7,0
1571-0645,PHYSICS OF LIFE REVIEWS,5,0
0022-0396,JOURNAL OF DIFFERENTIAL EQUATIONS,43,0
0743-1619,2016 AMERICAN CONTROL CONFERENCE (ACC),2,0
0743-1546,2016 IEEE 55TH CONFERENCE ON DECISION AND CONTROL (CDC),3,0
0218-2025,MATHEMATICAL MODELS & METHODS IN APPLIED SCIENCES,6,0
0075-8434,MULTISCALE PROBLEMS IN THE LIFE SCIENCES: FROM MICROSCOPIC TO MACROSCOPIC,10,0
0143-2087,OPTIMAL CONTROL APPLICATIONS & METHODS,6,0
1598-5865,JOURNAL OF APPLIED MATHEMATICS AND COMPUTING,1,0
0008-5472,CANCER RESEARCH,5,0
0022-1767,JOURNAL OF IMMUNOLOGY,8,0
1078-0432,CLINICAL CANCER RESEARCH,3,0
1871-1413,LIVESTOCK SCIENCE,1,0
1364-5072,JOURNAL OF APPLIED MICROBIOLOGY,5,0
0099-2240,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,17,0
1066-4963,SWINE HEALTH AND PRODUCTION,1,0
1535-3141,FOODBORNE PATHOGENS AND DISEASE,1,0
0003-1488,JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,5,0
0378-1135,VETERINARY MICROBIOLOGY,7,0
0950-2688,EPIDEMIOLOGY AND INFECTION,21,0
0168-1605,INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,1,0
0362-028X,JOURNAL OF FOOD PROTECTION,5,0
0005-9366,BERLINER UND MUNCHENER TIERARZTLICHE WOCHENSCHRIFT,1,0
0095-1137,JOURNAL OF CLINICAL MICROBIOLOGY,9,0
1080-6040,EMERGING INFECTIOUS DISEASES,33,0
0042-4900,VETERINARY RECORD,2,0
0931-1793,JOURNAL OF VETERINARY MEDICINE SERIES B-INFECTIOUS DISEASES AND VETERINARY PUBLIC HEALTH,1,0
0021-8847,JOURNAL OF APPLIED BACTERIOLOGY,3,0
0272-4332,RISK ANALYSIS,2,0
1011-2367,ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES,1,0
0020-0255,INFORMATION SCIENCES,2,0
0022-1759,JOURNAL OF IMMUNOLOGICAL METHODS,5,0
1198-743X,CLINICAL MICROBIOLOGY AND INFECTION,2,0
2314-6133,BIOMED RESEARCH INTERNATIONAL,3,0
0168-1702,VIRUS RESEARCH,1,0
0080-4630,PROCEEDINGS OF THE ROYAL SOCIETY OF LONDON SERIES A-MATHEMATICAL AND PHYSICAL SCIENCES,1,0
1935-2735,PLOS NEGLECTED TROPICAL DISEASES,12,0
1471-2172,BMC IMMUNOLOGY,1,0
0021-9606,JOURNAL OF CHEMICAL PHYSICS,6,0
0098-1354,COMPUTERS & CHEMICAL ENGINEERING,2,0
0006-3592,BIOTECHNOLOGY AND BIOENGINEERING,6,0
1471-4922,TRENDS IN PARASITOLOGY,8,0
0009-2509,CHEMICAL ENGINEERING SCIENCE,5,0
0899-7667,NEURAL COMPUTATION,1,0
0016-5085,GASTROENTEROLOGY,3,0
1873-3468,FEBS LETTERS,1,0
1567-1348,INFECTION GENETICS AND EVOLUTION,2,0
1757-9694,INTEGRATIVE BIOLOGY,1,0
2156-907X,JOURNAL OF APPLIED ANALYSIS AND COMPUTATION,2,0
1471-2458,BMC PUBLIC HEALTH,10,0
2079-3197,COMPUTATION,1,0
2042-8898,INTERFACE FOCUS,2,0
1664-302X,FRONTIERS IN MICROBIOLOGY,2,0
0019-9567,INFECTION AND IMMUNITY,9,0
0022-1899,JOURNAL OF INFECTIOUS DISEASES,26,0
2041-2649,BRIEFINGS IN FUNCTIONAL GENOMICS,1,0
2235-2988,FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY,2,0
0034-8910,REVISTA DE SAUDE PUBLICA,1,0
1058-4838,CLINICAL INFECTIOUS DISEASES,20,0
1438-4639,INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH,2,0
1556-0864,JOURNAL OF THORACIC ONCOLOGY,1,0
0041-008X,TOXICOLOGY AND APPLIED PHARMACOLOGY,1,0
0029-845X,SCANDINAVIAN JOURNAL OF DENTAL RESEARCH,1,0
0013-9351,ENVIRONMENTAL RESEARCH,1,0
0903-1936,EUROPEAN RESPIRATORY JOURNAL,2,0
0271-3586,AMERICAN JOURNAL OF INDUSTRIAL MEDICINE,3,0
0003-0805,AMERICAN REVIEW OF RESPIRATORY DISEASE,1,0
0012-3692,CHEST,2,0
0077-8923,ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,4,0
1743-8977,PARTICLE AND FIBRE TOXICOLOGY,1,0
0040-6376,THORAX,1,0
0169-5002,LUNG CANCER,1,0
1388-6150,JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY,1,0
0007-1072,BRITISH JOURNAL OF INDUSTRIAL MEDICINE,1,0
1357-2725,INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY,1,0
1748-3387,NATURE NANOTECHNOLOGY,1,0
1939-5116,WILEY INTERDISCIPLINARY REVIEWS-NANOMEDICINE AND NANOBIOTECHNOLOGY,1,0
0003-9896,ARCHIVES OF ENVIRONMENTAL HEALTH,1,0
0163-7525,"ANNUAL REVIEW OF PUBLIC HEALTH, VOL 34",1,0
0021-9681,JOURNAL OF CHRONIC DISEASES,1,0
0003-004X,AMERICAN MINERALOGIST,1,0
1680-8584,AEROSOL AND AIR QUALITY RESEARCH,1,0
1438-3896,POPULATION ECOLOGY,10,0
0022-0477,JOURNAL OF ECOLOGY,3,0
1874-1738,THEORETICAL ECOLOGY,10,0
1023-6244,MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,1,0
1464-7931,BIOLOGICAL REVIEWS,2,0
0304-3800,ECOLOGICAL MODELLING,27,0
0918-9440,JOURNAL OF PLANT RESEARCH,1,0
0028-646X,NEW PHYTOLOGIST,1,0
0736-2994,STOCHASTIC ANALYSIS AND APPLICATIONS,3,0
1540-9295,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,3,0
2150-8925,ECOSPHERE,2,0
1758-678X,NATURE CLIMATE CHANGE,1,0
2045-2322,SCIENTIFIC REPORTS,4,0
1543-592X(print),"ANNUAL REVIEW OF ECOLOGY, EVOLUTION, AND SYSTEMATICS, VOL 46",1,0
0958-1669,CURRENT OPINION IN BIOTECHNOLOGY,1,0
0970-258X,NATIONAL MEDICAL JOURNAL OF INDIA,1,0
0009-9104,CLINICAL AND EXPERIMENTAL IMMUNOLOGY,3,0
0003-4983,ANNALS OF TROPICAL MEDICINE AND PARASITOLOGY,2,0
1081-1710,JOURNAL OF VECTOR ECOLOGY,1,0
0002-9637,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,18,0
0959-8138,BRITISH MEDICAL JOURNAL,2,0
1473-3099,LANCET INFECTIOUS DISEASES,10,0
0090-0036,AMERICAN JOURNAL OF PUBLIC HEALTH,3,0
1085-3375,ABSTRACT AND APPLIED ANALYSIS,5,0
1026-0226,DISCRETE DYNAMICS IN NATURE AND SOCIETY,11,0
0025-729X,MEDICAL JOURNAL OF AUSTRALIA,1,0
0277-9536,SOCIAL SCIENCE & MEDICINE,1,0
1547-5816,JOURNAL OF INDUSTRIAL AND MANAGEMENT OPTIMIZATION,3,0
0126-6705,BULLETIN OF THE MALAYSIAN MATHEMATICAL SCIENCES SOCIETY,5,0
0378-2697,PLANT SYSTEMATICS AND EVOLUTION,1,0
0003-3472,ANIMAL BEHAVIOUR,5,0
0268-1110,DYNAMICS AND STABILITY OF SYSTEMS,2,0
0142-7873,JOURNAL OF PLANKTON RESEARCH,4,0
0340-5443,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,3,0
0269-8463,FUNCTIONAL ECOLOGY,2,0
0340-7594,JOURNAL OF COMPARATIVE PHYSIOLOGY A-SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,1,0
0305-7364,ANNALS OF BOTANY,2,0
0067-1924,AUSTRALIAN JOURNAL OF BOTANY,1,0
0028-1042,NATURWISSENSCHAFTEN,2,0
0008-4026,CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE,1,0
0027-8874,JOURNAL OF THE NATIONAL CANCER INSTITUTE,2,0
1745-6150,BIOLOGY DIRECT,4,0
0929-1903,CANCER GENE THERAPY,3,0
0732-183X,JOURNAL OF CLINICAL ONCOLOGY,3,0
2253-1572,ONCOLYTIC VIROTHERAPY,2,0
0006-4971,BLOOD,16,0
0026-895X,MOLECULAR PHARMACOLOGY,1,0
0002-9149,AMERICAN JOURNAL OF CARDIOLOGY,1,0
0042-6822,VIROLOGY,6,0
1474-175X,NATURE REVIEWS CANCER,4,0
0020-7462,INTERNATIONAL JOURNAL OF NON-LINEAR MECHANICS,3,0
0168-3659,JOURNAL OF CONTROLLED RELEASE,1,0
2078-6891,JOURNAL OF GASTROINTESTINAL ONCOLOGY,1,0
1752-8054,CTS-CLINICAL AND TRANSLATIONAL SCIENCE,1,0
1525-0016,MOLECULAR THERAPY,1,0
0305-0491,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,1,0
0020-7136,INTERNATIONAL JOURNAL OF CANCER,2,0
0196-5204,SIAM JOURNAL ON SCIENTIFIC AND STATISTICAL COMPUTING,1,0
0022-4790,JOURNAL OF SURGICAL ONCOLOGY,1,0
1073-2748,CANCER CONTROL,1,0
1381-6128,CURRENT PHARMACEUTICAL DESIGN,2,0
0007-0920,BRITISH JOURNAL OF CANCER,2,0
0969-7128,GENE THERAPY,1,0
0090-466X,JOURNAL OF PHARMACOKINETICS AND BIOPHARMACEUTICS,1,0
1083-7159,ONCOLOGIST,2,0
1389-2010,CURRENT PHARMACEUTICAL BIOTECHNOLOGY,1,0
1939-5094,WILEY INTERDISCIPLINARY REVIEWS-SYSTEMS BIOLOGY AND MEDICINE,1,0
0167-6296,JOURNAL OF HEALTH ECONOMICS,1,0
1539-6746,COMMUNICATIONS IN MATHEMATICAL SCIENCES,2,0
0033-3158,PSYCHOPHARMACOLOGY,1,0
0140-6736,LANCET,19,0
0096-882X,JOURNAL OF STUDIES ON ALCOHOL,2,0
1535-7414,ALCOHOL RESEARCH & HEALTH,1,0
0168-8278,JOURNAL OF HEPATOLOGY,2,0
0744-8481,JOURNAL OF AMERICAN COLLEGE HEALTH,3,0
0890-8575,NATURAL RESOURCE MODELING,5,0
0010-5422,CONDOR,1,0
0004-8038,AUK,1,0
0046-225X,ENVIRONMENTAL ENTOMOLOGY,7,0
1559-3258,DOSE-RESPONSE,1,0
0066-4170,ANNUAL REVIEW OF ENTOMOLOGY,7,0
0730-7268,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,3,0
0066-4170(print),"ANNUAL REVIEW OF ENTOMOLOGY, VOL 59, 2014",1,0
0013-8703,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,5,0
0022-0493,JOURNAL OF ECONOMIC ENTOMOLOGY,3,0
0167-8809,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2,0
0066-4219,ANNUAL REVIEW OF MEDICINE,3,0
0894-9255,JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES AND HUMAN RETROVIROLOGY,1,0
1741-7007,BMC BIOLOGY,3,0
1474-1733,NATURE REVIEWS IMMUNOLOGY,4,0
1525-4135,JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,6,0
1201-3390,DYNAMICS OF CONTINUOUS DISCRETE AND IMPULSIVE SYSTEMS-SERIES A-MATHEMATICAL ANALYSIS,2,0
0308-2105,PROCEEDINGS OF THE ROYAL SOCIETY OF EDINBURGH SECTION A-MATHEMATICS,5,0
0899-823X,INFECTION CONTROL AND HOSPITAL EPIDEMIOLOGY,6,0
0196-6553,AMERICAN JOURNAL OF INFECTION CONTROL,6,0
0028-4793,NEW ENGLAND JOURNAL OF MEDICINE,12,0
0195-6701,JOURNAL OF HOSPITAL INFECTION,5,0
1070-5295,CURRENT OPINION IN CRITICAL CARE,1,0
1472-6963,BMC HEALTH SERVICES RESEARCH,1,0
1530-3667,VECTOR-BORNE AND ZOONOTIC DISEASES,20,0
0034-5466,RESEARCHES ON POPULATION ECOLOGY,7,0
0307-6946,ECOLOGICAL ENTOMOLOGY,5,0
1023-6198,JOURNAL OF DIFFERENCE EQUATIONS AND APPLICATIONS,67,0
0021-8901,JOURNAL OF APPLIED ECOLOGY,11,0
0966-842X,TRENDS IN MICROBIOLOGY,5,0
0031-1820,PARASITOLOGY,7,0
1471-0056,NATURE REVIEWS GENETICS,2,0
0080-4649,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,7,0
1139-6121,AIDS REVIEWS,3,0
0035-7596,ROCKY MOUNTAIN JOURNAL OF MATHEMATICS,7,0
1040-7294,JOURNAL OF DYNAMICS AND DIFFERENTIAL EQUATIONS,5,0
1751-570X,NONLINEAR ANALYSIS-HYBRID SYSTEMS,2,0
1750-2640,INFLUENZA AND OTHER RESPIRATORY VIRUSES,2,0
1687-1847,ADVANCES IN DIFFERENCE EQUATIONS,1,0
0002-9947,TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,7,0
0033-569X,QUARTERLY OF APPLIED MATHEMATICS,2,0
1756-3305,PARASITES & VECTORS,1,0
0300-5771,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,6,0
0010-485X,COMPUTING,1,0
0006-3568,BIOSCIENCE,3,0
1680-6905,AFRICAN HEALTH SCIENCES,1,0
1476-0711,ANNALS OF CLINICAL MICROBIOLOGY AND ANTIMICROBIALS,1,0
1475-2875,MALARIA JOURNAL,5,0
0092-8674,CELL,9,0
0971-3514,DIFFERENTIAL EQUATIONS AND DYNAMICAL SYSTEMS,1,0
0305-7453,JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,3,0
1471-2148,BMC EVOLUTIONARY BIOLOGY,1,0
0022-2585,JOURNAL OF MEDICAL ENTOMOLOGY,13,0
0959-535X,BRITISH MEDICAL JOURNAL,1,0
1935-2727,PLOS NEGLECTED TROPICAL DISEASES,2,0
1674-7283,SCIENCE CHINA-MATHEMATICS,1,0
0018-067X,HEREDITY,1,0
0066-4227,ANNUAL REVIEW OF MICROBIOLOGY,8,0
0264-410X,VACCINE,10,0
0940-6573 (ISSN print),"MATHEMATICAL APPROACHES FOR EMERGING AND REEMERGING INFECTIOUS DISEASES: MODELS, METHODS, AND THEORY",4,0
8756-971X,JOURNAL OF THE AMERICAN MOSQUITO CONTROL ASSOCIATION,1,0
1519-566X,NEOTROPICAL ENTOMOLOGY,1,0
1446-1811,ANZIAM JOURNAL,1,0
0965-1748,INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,1,0
0022-2011,JOURNAL OF INVERTEBRATE PATHOLOGY,5,0
1544-9173,PLOS BIOLOGY,1,0
0398-7620,REVUE D EPIDEMIOLOGIE ET DE SANTE PUBLIQUE,3,0
0016-0032,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,4,0
0065-2164,"ADVANCES IN APPLIED MIRCOBIOLOGY, VOL 67",1,0
0008-4166,CANADIAN JOURNAL OF MICROBIOLOGY,1,0
0066-4197,"ANNUAL REVIEW OF GENETICS, VOL 45",2,0
0066-4804,ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,6,0
0021-9193,JOURNAL OF BACTERIOLOGY,11,0
0950-382X,MOLECULAR MICROBIOLOGY,2,0
2150-7511,MBIO,2,0
0031-9007,PHYSICAL REVIEW LETTERS,9,0
1553-7390,PLOS GENETICS,1,0
1742-206X,MOLECULAR BIOSYSTEMS,2,0
1553-7404,PLOS GENETICS,1,0
0002-9297,AMERICAN JOURNAL OF HUMAN GENETICS,1,0
1471-2180,BMC MICROBIOLOGY,1,0
0305-1048,NUCLEIC ACIDS RESEARCH,1,0
1438-4221,INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY,1,0
0066-4154(print),"ANNUAL REVIEW OF BIOCHEMISTRY, VOL 82",1,0
1462-2912,ENVIRONMENTAL MICROBIOLOGY,2,0
1092-2172,MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,1,0
0168-6445,FEMS MICROBIOLOGY REVIEWS,3,0
1534-5807,DEVELOPMENTAL CELL,2,0
1025-496X,EUROSURVEILLANCE,1,0
0022-1236,JOURNAL OF FUNCTIONAL ANALYSIS,1,0
0374-4884,JOURNAL OF THE KOREAN PHYSICAL SOCIETY,2,0
2470-0045,PHYSICAL REVIEW E,5,0
0021-9525,JOURNAL OF CELL BIOLOGY,2,0
1476-1122,NATURE MATERIALS,1,0
0006-3495,BIOPHYSICAL JOURNAL,12,0
0960-9822,CURRENT BIOLOGY,2,0
1073-6085,MOLECULAR BIOTECHNOLOGY,1,0
0003-4746,ANNALS OF APPLIED BIOLOGY,1,0
0021-8839,JOURNAL OF APICULTURAL RESEARCH,3,0
0044-8435,APIDOLOGIE,2,0
0932-0113,PARASITOLOGY RESEARCH,2,0
0304-4017,VETERINARY PARASITOLOGY,1,0
1758-2229,ENVIRONMENTAL MICROBIOLOGY REPORTS,1,0
1548-7660,JOURNAL OF STATISTICAL SOFTWARE,2,0
0013-936X,ENVIRONMENTAL SCIENCE & TECHNOLOGY,1,0
0001-8708,ADVANCES IN MATHEMATICS,1,0
0003-9527,ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS,3,0
1683-3511,APPLIED AND COMPUTATIONAL MATHEMATICS,2,0
0092-0606,JOURNAL OF BIOLOGICAL PHYSICS,2,0
0272-4960,IMA JOURNAL OF APPLIED MATHEMATICS,3,0
1553-7374,PLOS PATHOGENS,1,0
2327-056X,"ANNUAL REVIEW OF VIROLOGY, VOL 3",1,0
1744-9561,BIOLOGY LETTERS,1,0
1879-6257,CURRENT OPINION IN VIROLOGY,2,0
1465-7392,NATURE CELL BIOLOGY,1,0
1742-4690,RETROVIROLOGY,1,0
1787-2405,MISKOLC MATHEMATICAL NOTES,1,0
2391-5455,OPEN MATHEMATICS,1,0
0254-5330,ANNALS OF OPERATIONS RESEARCH,1,0
1064-2315,JOURNAL OF AUTOMATION AND INFORMATION SCIENCES,1,0
0378-4754,MATHEMATICS AND COMPUTERS IN SIMULATION,7,0
1063-651X,PHYSICAL REVIEW E,4,0
1543-592X,"ANNUAL REVIEW OF ECOLOGY, EVOLUTION, AND SYSTEMATICS, VOL 44",1,0
1548-7091,NATURE METHODS,1,0
0018-9286,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,8,0
0022-2836,JOURNAL OF MOLECULAR BIOLOGY,1,0
